name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,2315,182,2133,7.861771058315335,99.4535519125683
FanIn,1534,131,1403,8.539765319426335,71.58469945355192
CouplingBetweenObjects,2371,183,2188,7.71826233656685,100.0
DepthOfInheritance,1940,138,1802,7.11340206185567,75.40983606557377
LackOfCohesionInMethods,1098,116,982,10.564663023679417,63.387978142076506
LinesOfCode,2373,183,2190,7.711757269279393,100.0
SourceLinesOfCode,2373,183,2190,7.711757269279393,100.0
CommentLinesOfCode,164,44,120,26.82926829268293,24.043715846994534
CommentDensity,164,44,120,26.82926829268293,24.043715846994534
NumberOfChildren,282,30,252,10.638297872340425,16.39344262295082
ResponseForClass,1712,178,1534,10.397196261682243,97.26775956284153
WeightedMethodCount,1633,170,1463,10.41028781383956,92.89617486338798
CyclomaticComplexity,1633,170,1463,10.41028781383956,92.89617486338798
DepthOfNesting,275,55,220,20.0,30.05464480874317
OutDegree,1280,147,1133,11.484375,80.32786885245902
OutDegreeDistinct,1280,147,1133,11.484375,80.32786885245902
PatternSize,275,55,220,20.0,30.05464480874317
NumberOfPatternVariables,270,53,217,19.62962962962963,28.96174863387978
