name,count,mean,std
CountCurrying,7,0.0063276645579076925,0.0823188796501367
CountFunctionCalls,7,0.048851154215164776,0.22096872057758946
CountFunctionParameters,7,0.06481349225664898,0.2697742837142291
CountFunctions,7,0.4605631780943934,1.188620841931643
CountHigherOrderCalls,7,0.26684702375747743,0.6401981556310646
CountInnerVariableAssignment,7,0.027827058913648492,0.22064632972590145
CountLazyValues,7,0.018798872920774583,0.17071652950350086
CountNestedDepth,7,0.0,0.0
CountNestedMethods,7,0.0973343144786558,0.5266065894447646
CountOuterVariableAssignment,7,0.01884142133346799,0.1652836539936478
CountOuterVariableUsage,7,0.056938020878199276,0.4179037124357973
CountParameterLists,7,0.09152167560076432,0.2805680721044877
CountPatternMatching,7,0.21821836616237714,0.5353496004889978
CountRecursiveCalls,7,0.0069538746102507844,0.07212289452036727
CountSideEffectCalls,7,0.284663271304055,0.6999078601535881
CountSideEffectFunctions,7,0.013446859581698466,0.08144223483421954
CountSideEffects,7,0.8943493567245344,1.7042740467967985
CountVariableDefinitions,7,0.02660599318256964,0.1847119697002687
CountVariables,7,0.18472649155980045,1.0869251306182628
FunctionalScoreCount,7,1.3641071427717542,2.8008866928979588
HasPointsCount,7,0.5005649946558826,0.4279568115184636
ImperativeScoreCount,7,1.7291284043689852,4.16029870632964
IsFunction,7,0.013032186306952971,0.09924834222360143
IsSideEffect,7,0.08874663294510306,0.2257525699127893
ParadigmScoreCount,7,0.2555803909942236,0.5292401709552584
