name,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
baseline,15.517779800281179,4.768822098646951,63.653243528135086,11.56343944409364,0.19558277341977628,0.04639511045756993
control,39.882454857916365,8.528785923499406,89.34781699657536,1.6054031525147674,0.5509811724470386,0.060975351263517365
univariate,41.21421414735898,8.648713893795906,90.19079061224923,1.3381883633417109,0.5650951189838664,0.058317056368202544
