name,count,precision,recall,mcc
FunctionVariables,7,64.22018348623854,67.96116504854369,0.4861734788274514
FunctionVariables baseline,7,61.05263157894736,66.01941747572816,0.4408097138773118
ImplicitConversions,7,58.947368421052616,68.29268292682927,0.3837762671659273
ImplicitConversions baseline,7,60.63829787234043,68.4393063583815,0.3884908544835505
ImplicitDefinitions,7,61.764705882352935,69.23076923076923,0.4797813859271553
ImplicitDefinitions baseline,7,62.814070351758794,67.84810126582278,0.4540044435354623
ImplicitParameters,7,62.135922330097074,67.6056338028169,0.5219719418503863
ImplicitParameters baseline,7,61.38613861386138,68.07511737089203,0.4870658883223867
OverridingPatternVariables,7,67.96116504854369,68.0,0.4566386775124639
OverridingPatternVariables baseline,7,70.6896551724138,76.0,0.4821176236498692
UnitVariables,2,71.38590203106332,83.61204013377926,0.6491691874173244
UnitVariables baseline,2,69.31570338058887,84.44816053511705,0.6333725373201976
UsageOfNull,7,63.265306122448976,73.52941176470588,0.47514613560184205
UsageOfNull baseline,7,64.0,76.47058823529412,0.4981463953134434
