name,count,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
FunctionVariables,7,63.41768576413295,12.8678467987254,68.29400327314154,6.257815768238695,0.4804762460639943,0.06088790048502369
FunctionVariables baseline,7,61.77077369323298,11.355480377291473,67.49801692131982,6.4168384505391565,0.45702114613409667,0.06024690527621537
ImplicitConversions,7,62.62538944861724,17.88729995003301,69.50399977285778,10.292801439798701,0.47018920879158016,0.16736689342858493
ImplicitConversions baseline,7,63.05451236432058,17.884950888020814,71.070394978057,10.33639477901031,0.48390538946192263,0.1670969819196165
ImplicitDefinitions,7,62.886481362139286,13.59485917514902,70.16064677388287,6.887518315362585,0.48294577816672657,0.07067035983085915
ImplicitDefinitions baseline,7,62.39966512087087,14.495264720294646,68.7915982250595,6.23009964073952,0.4703243879510495,0.08242802583465016
ImplicitParameters,7,66.3435639002472,12.701725279022657,69.7770071260242,9.763661485116314,0.47295174978811516,0.10809662811788155
ImplicitParameters baseline,7,66.08502563928023,12.605752085746715,67.98776350129812,8.21647956348145,0.4566444660097523,0.09199353847542002
OverridingPatternVariables,7,70.89251923616601,13.113622259343218,74.82699797121015,9.343078051279027,0.4583185713696105,0.12096343139708937
OverridingPatternVariables baseline,7,70.61066132818156,12.770432456408765,75.01444397914584,8.379538126839698,0.4496982447015743,0.10788740270850847
UnitVariables,2,70.74622531939605,16.117271290111486,83.90468227424748,6.444367821850635,0.6459596618674572,0.1753989041512958
UnitVariables baseline,2,69.12477286493034,16.46775029474424,80.05852842809364,1.0050848896464275,0.6037483177822296,0.14411285013071248
UsageOfNull,7,68.79721035981154,10.912825873713224,75.2219341799558,4.53346339391567,0.5031117796115527,0.0790572807954097
UsageOfNull baseline,7,67.24291337552026,12.633603940404495,74.54065573591556,5.032256047987079,0.4812890530801805,0.09846903302355736
