name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,642,72,570,11.214953271028037,100.0
DepthOfNesting,222,41,181,18.46846846846847,56.94444444444444
LinesOfCode,642,72,570,11.214953271028037,100.0
SourceLinesOfCode,642,72,570,11.214953271028037,100.0
CommentLinesOfCode,144,23,121,15.972222222222221,31.944444444444443
CommentDensity,144,23,121,15.972222222222221,31.944444444444443
OutDegree,627,70,557,11.164274322169058,97.22222222222221
OutDegreeDistinct,627,70,557,11.164274322169058,97.22222222222221
PatternSize,222,41,181,18.46846846846847,56.94444444444444
NumberOfPatternVariables,204,41,163,20.098039215686274,56.94444444444444
