name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,1971,293,1678,14.865550481988837,100.0
DepthOfNesting,662,144,518,21.75226586102719,49.14675767918089
LinesOfCode,1971,293,1678,14.865550481988837,100.0
SourceLinesOfCode,1971,293,1678,14.865550481988837,100.0
CommentLinesOfCode,258,102,156,39.53488372093023,34.8122866894198
CommentDensity,258,102,156,39.53488372093023,34.8122866894198
OutDegree,1928,291,1637,15.093360995850622,99.31740614334471
OutDegreeDistinct,1928,291,1637,15.093360995850622,99.31740614334471
PatternSize,662,144,518,21.75226586102719,49.14675767918089
NumberOfPatternVariables,605,132,473,21.818181818181817,45.051194539249146
