name,count,percentage_faulty,percentage_total_faults
CommentDensity,7,7.6923076923076925,2.0270270270270268
CommentLinesOfCode,7,7.6923076923076925,2.0270270270270268
CyclomaticComplexity,7,4.0290620871862615,100.0
DepthOfNesting,6,4.545454545454546,0.6172839506172839
LinesOfCode,7,4.0290620871862615,100.0
NumberOfPatternVariables,5,0.0,0.0
OutDegree,7,4.53633079084705,87.38170347003155
OutDegreeDistinct,7,4.53633079084705,87.38170347003155
PatternSize,6,4.545454545454546,0.6172839506172839
SourceLinesOfCode,7,4.0290620871862615,100.0
