name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,1468,102,1366,6.948228882833788,100.0
DepthOfNesting,468,53,415,11.324786324786325,51.9607843137255
LinesOfCode,1468,102,1366,6.948228882833788,100.0
SourceLinesOfCode,1468,102,1366,6.948228882833788,100.0
CommentLinesOfCode,104,17,87,16.346153846153847,16.666666666666664
CommentDensity,104,17,87,16.346153846153847,16.666666666666664
OutDegree,1454,101,1353,6.946354883081156,99.01960784313727
OutDegreeDistinct,1454,101,1353,6.946354883081156,99.01960784313727
PatternSize,468,53,415,11.324786324786325,51.9607843137255
NumberOfPatternVariables,286,43,243,15.034965034965033,42.15686274509804
