name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,2532,148,2384,5.845181674565561,100.0
DepthOfNesting,6,3,3,50.0,2.027027027027027
LinesOfCode,2532,148,2384,5.845181674565561,100.0
SourceLinesOfCode,2532,148,2384,5.845181674565561,100.0
CommentLinesOfCode,49,3,46,6.122448979591836,2.027027027027027
CommentDensity,49,3,46,6.122448979591836,2.027027027027027
OutDegree,1985,134,1851,6.750629722921915,90.54054054054053
OutDegreeDistinct,1985,134,1851,6.750629722921915,90.54054054054053
PatternSize,6,3,3,50.0,2.027027027027027
NumberOfPatternVariables,4,3,1,75.0,2.027027027027027
