name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,1701,85,1616,4.997060552616108,100.0
DepthOfNesting,773,57,716,7.373868046571798,67.05882352941175
LinesOfCode,1701,85,1616,4.997060552616108,100.0
SourceLinesOfCode,1701,85,1616,4.997060552616108,100.0
CommentLinesOfCode,271,41,230,15.129151291512915,48.23529411764706
CommentDensity,271,41,230,15.129151291512915,48.23529411764706
OutDegree,1678,85,1593,5.065554231227652,100.0
OutDegreeDistinct,1678,85,1593,5.065554231227652,100.0
PatternSize,773,57,716,7.373868046571798,67.05882352941175
NumberOfPatternVariables,602,52,550,8.637873754152823,61.1764705882353
