name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,3097,392,2705,12.657410397158541,100.0
DepthOfNesting,783,263,520,33.58876117496807,67.09183673469387
LinesOfCode,3097,392,2705,12.657410397158541,100.0
SourceLinesOfCode,3097,392,2705,12.657410397158541,100.0
CommentLinesOfCode,269,36,233,13.382899628252787,9.183673469387756
CommentDensity,269,36,233,13.382899628252787,9.183673469387756
OutDegree,2987,386,2601,12.922664881151658,98.46938775510205
OutDegreeDistinct,2987,386,2601,12.922664881151658,98.46938775510205
PatternSize,783,263,520,33.58876117496807,67.09183673469387
NumberOfPatternVariables,765,262,503,34.248366013071895,66.83673469387756
