name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,248,13,235,5.241935483870968,100.0
DepthOfNesting,14,1,13,7.142857142857142,7.6923076923076925
LinesOfCode,248,13,235,5.241935483870968,100.0
SourceLinesOfCode,248,13,235,5.241935483870968,100.0
CommentLinesOfCode,39,8,31,20.51282051282051,61.53846153846154
CommentDensity,39,8,31,20.51282051282051,61.53846153846154
OutDegree,207,12,195,5.797101449275362,92.3076923076923
OutDegreeDistinct,207,12,195,5.797101449275362,92.3076923076923
PatternSize,14,1,13,7.142857142857142,7.6923076923076925
NumberOfPatternVariables,13,1,12,7.6923076923076925,7.6923076923076925
