name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,395,90,305,22.78481012658228,100.0
DepthOfNesting,269,72,197,26.765799256505574,80.0
LinesOfCode,395,90,305,22.78481012658228,100.0
SourceLinesOfCode,395,90,305,22.78481012658228,100.0
CommentLinesOfCode,162,47,115,29.01234567901235,52.22222222222223
CommentDensity,162,47,115,29.01234567901235,52.22222222222223
OutDegree,394,90,304,22.84263959390863,100.0
OutDegreeDistinct,394,90,304,22.84263959390863,100.0
PatternSize,269,72,197,26.765799256505574,80.0
NumberOfPatternVariables,249,65,184,26.104417670682732,72.22222222222221
