name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CommentDensity,7,15.821360372273384,8.541980758155884,33.90318534860527,20.046196550416376
CommentLinesOfCode,7,15.821360372273384,8.541980758155884,33.90318534860527,20.046196550416376
CyclomaticComplexity,7,12.50564448943979,5.5162046219091065,100.0,0.0
DepthOfNesting,7,17.731660057977074,7.507808597143427,68.36490812388703,20.363275447825334
LinesOfCode,7,12.50564448943979,5.5162046219091065,100.0,0.0
NumberOfPatternVariables,7,18.502531338416038,6.902174309177867,64.0898108767518,20.635941371025353
OutDegree,7,12.616282425676408,5.616521309679356,99.43390444112205,1.0388927377489754
OutDegreeDistinct,7,12.616282425676408,5.616521309679356,99.43390444112205,1.0388927377489754
PatternSize,7,17.731660057977074,7.507808597143427,68.36490812388703,20.363275447825334
SourceLinesOfCode,7,12.50564448943979,5.5162046219091065,100.0,0.0
