name,count,percentage_faulty,percentage_total_faults
CommentDensity,6,15.238899613899616,21.869975884244372
CommentLinesOfCode,6,15.238899613899616,21.869975884244372
CyclomaticComplexity,7,5.855855855855856,100.0
DepthOfNesting,5,6.854838709677418,5.466237942122186
LinesOfCode,7,5.855855855855856,100.0
NumberOfPatternVariables,5,6.234413965087283,4.019292604501608
OutDegree,7,5.797101449275362,92.30769230769229
OutDegreeDistinct,7,5.797101449275362,92.30769230769229
PatternSize,5,6.854838709677418,5.466237942122186
SourceLinesOfCode,7,5.855855855855856,100.0
