name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CommentDensity,7,8.513384793832458,5.793021543095866,8.195748733900905,16.514804916008224
CommentLinesOfCode,7,8.513384793832458,5.793021543095866,8.195748733900905,16.514804916008224
CyclomaticComplexity,7,4.2647323088409355,1.8148872094769635,100.0,0.0
DepthOfNesting,6,12.229437229437229,19.438988919487365,0.8168231984261127,0.9292195926102904
LinesOfCode,7,4.2647323088409355,1.8148872094769635,100.0,0.0
NumberOfPatternVariables,5,16.81818181818182,32.76197654962253,0.7332742578644218,1.0133894232209972
OutDegree,7,4.722194981283258,1.9057176232471464,79.66172688838125,18.542983247079643
OutDegreeDistinct,7,4.722194981283258,1.9057176232471464,79.66172688838125,18.542983247079643
PatternSize,6,12.229437229437229,19.438988919487365,0.8168231984261127,0.9292195926102904
SourceLinesOfCode,7,4.2647323088409355,1.8148872094769635,100.0,0.0
