name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,16157,622,15535,3.849724577582472,100.0
DepthOfNesting,496,34,462,6.854838709677419,5.466237942122187
LinesOfCode,16157,622,15535,3.849724577582472,100.0
SourceLinesOfCode,16157,622,15535,3.849724577582472,100.0
CommentLinesOfCode,1575,136,1439,8.634920634920636,21.864951768488748
CommentDensity,1575,136,1439,8.634920634920636,21.864951768488748
OutDegree,13889,588,13301,4.2335661314709485,94.53376205787781
OutDegreeDistinct,13889,588,13301,4.2335661314709485,94.53376205787781
PatternSize,496,34,462,6.854838709677419,5.466237942122187
NumberOfPatternVariables,401,25,376,6.234413965087282,4.019292604501608
