commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,HasPointsFraction,ParadigmScoreFraction
HEAD,0,package http4s - package bench - class NioCharsetBench,35.0,0.0,35.0,0.0,4.0,40.0,34.0,0.0,0.0,0.0,30.0,12.0,3.0,8.0,6.0,6.0,6.0,1.0,1.0,1.0
HEAD,0,package parser - trait Rfc2616BasicRules,6.0,8.0,14.0,0.0,23.0,39.0,32.0,3.0,0.08571428571428572,4.0,24.0,23.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.3333333333333333
HEAD,0,package parser - object Rfc2616BasicRules,7.0,8.0,13.0,0.0,0.0,9.0,9.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,6.0,3.0,0.0,0.0,1.0,1.0
HEAD,0,package parser - object Rfc2616BasicRules - method token - <$anon: org.http4s.parser.Rfc2616BasicRules>,2.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package headers - object Content-MD5,3.0,0.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - object Router,24.0,3.0,27.0,0.0,0.0,39.0,27.0,10.0,0.2702702702702703,0.0,12.0,8.0,4.0,11.0,16.0,8.0,10.0,3.0,1.0,1.0
HEAD,0,package syntax - trait AsyncSyntax,1.0,3.0,4.0,0.0,1.0,5.0,5.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package syntax - class AsyncOps,4.0,1.0,5.0,0.0,2.0,14.0,12.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,8.0,2.0,8.0,2.0,1.0,1.0
HEAD,0,package headers - object Link,7.0,1.0,8.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package headers - class Link,5.0,1.0,6.0,6.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,3,package http4s - package internal - package object internal,49.0,14.0,63.0,0.0,0.0,229.0,188.0,30.0,0.13761467889908258,0.0,56.0,50.0,12.0,10.0,49.0,15.0,17.0,3.0,1.0,1.0
HEAD,0,package http4s - package internal - package object internal - object HexDecodeException,4.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package middleware - object GZip,23.0,0.0,23.0,0.0,0.0,49.0,49.0,0.0,0.0,0.0,14.0,13.0,5.0,10.0,17.0,6.0,12.0,2.0,1.0,1.0
HEAD,0,package http4s - package client - package middleware - object GZip - object EmptyBodyException,4.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,5,package http4s - package server - package staticcontent - object FileService,41.0,2.0,42.0,0.0,0.0,130.0,116.0,12.0,0.09375,0.0,20.0,21.0,10.0,19.0,43.0,8.0,34.0,5.0,1.0,1.0
HEAD,2,package http4s - package server - package staticcontent - object FileService - class Config,6.0,7.0,13.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package staticcontent - object FileService - object Config,14.0,7.0,20.0,1.0,0.0,11.0,12.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0
HEAD,0,package http4s - package server - package staticcontent - object FileService - method apply - object BadTraversal,4.0,9.0,13.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,3,package http4s - package client - package middleware - object ResponseLogger,23.0,1.0,24.0,0.0,0.0,66.0,64.0,1.0,0.015384615384615385,0.0,12.0,10.0,8.0,10.0,50.0,8.0,22.0,4.0,1.0,1.0
HEAD,0,package middleware - trait CookieJar,9.0,3.0,12.0,0.0,4.0,23.0,9.0,15.0,0.625,1.0,7.0,5.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0
HEAD,0,package middleware - object CookieJar,51.0,3.0,51.0,0.0,0.0,157.0,137.0,19.0,0.12179487179487179,1.0,46.0,19.0,3.0,20.0,20.0,10.0,12.0,3.0,1.0,1.0
HEAD,0,package middleware - object CookieJar - method jarIn - <$anon: org.http4s.client.middleware.CookieJar.CookieJarRefImpl[F]>,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package middleware - object CookieJar - class CookieJarRefImpl,4.0,1.0,5.0,1.0,4.0,24.0,24.0,0.0,0.0,0.0,4.0,5.0,2.0,3.0,8.0,2.0,7.0,2.0,1.0,1.0
HEAD,0,package middleware - object CookieJar - class CookieKey,4.0,1.0,5.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package middleware - object CookieJar - class CookieValue,3.0,2.0,5.0,0.0,1.0,14.0,14.0,0.0,0.0,0.0,3.0,3.0,3.0,8.0,5.0,2.0,5.0,1.0,1.0,1.0
HEAD,0,package middleware - object CookieJar - object CookieValue,5.0,2.0,6.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - class DefaultClient,28.0,3.0,31.0,1.0,20.0,182.0,101.0,81.0,0.44505494505494503,1.0,41.0,40.0,7.0,8.0,12.0,6.0,11.0,2.0,1.0,1.0
HEAD,0,package http4s - package server - object ContextMiddleware,5.0,1.0,6.0,0.0,0.0,14.0,7.0,7.0,0.5,0.0,2.0,2.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package fix - class v0_21,1.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package headers - object Proxy-Authorization,3.0,0.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,3,package http4s - package server - package blaze - class Http2NodeStage,37.0,1.0,38.0,0.0,4.0,200.0,190.0,11.0,0.05472636815920398,0.0,22.0,59.0,33.0,13.0,101.0,15.0,96.0,17.0,1.0,0.8771929824561404
HEAD,1,package http4s - package server - package blaze - class Http2NodeStage - method checkAndRunRequest - <$anon: Runnable>,2.0,0.0,2.0,1.0,1.0,13.0,13.0,0.0,0.0,0.0,1.0,3.0,3.0,9.0,18.0,2.0,7.0,1.0,1.0,0.6666666666666667
HEAD,0,package http4s - package headers - object Access-Control-Expose-Headers,3.0,0.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package headers - object X-Forwarded-Proto,3.0,0.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package headers - object Content-Location,7.0,3.0,10.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package headers - class Content-Location,7.0,3.0,10.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package headers - object Strict-Transport-Security,18.0,5.0,21.0,3.0,0.0,31.0,30.0,0.0,0.0,0.0,11.0,5.0,2.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
HEAD,0,package http4s - package headers - object Strict-Transport-Security - class StrictTransportSecurityImpl,3.0,2.0,4.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package headers - class Strict-Transport-Security,10.0,5.0,14.0,4.0,2.0,23.0,23.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0
HEAD,3,package blaze - object BlazeExample,4.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package blaze - object BlazeExampleApp,6.0,1.0,7.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,2.0,3.0,2.0,10.0,10.0,4.0,7.0,2.0,1.0,1.0
HEAD,1,package http4s - package server - package blaze - class BlazeBuilder,49.0,1.0,50.0,2.0,2.0,150.0,142.0,8.0,0.05333333333333334,0.0,65.0,22.0,3.0,13.0,31.0,22.0,18.0,7.0,1.0,1.0
HEAD,0,package http4s - package server - package blaze - object BlazeBuilder,2.0,1.0,2.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package server - package blaze - class ServiceMount,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package object client,8.0,0.0,8.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
