name,tn,fp,fn,tp,r2,precision,recall,mcc
CountRecursiveCalls,7165,37,661,7,-0.14182770255102106,15.909090909090908,1.0479041916167664,0.01996587165286066
CountNestedDepth,197,7005,13,655,-10.480439565190638,8.550913838120104,98.05389221556887,0.013649029587449004
CountNestedMethods,6879,323,613,55,-0.5311615037073862,14.550264550264549,8.233532934131736,0.04885926621027523
CountFunctions,5093,2109,499,169,-3.2663132496462213,7.418788410886743,25.299401197604794,-0.024484315953593648
IsFunction,77,7125,1,667,-10.657112046387644,8.56006160164271,99.8502994011976,0.025868404931729132
CountFunctionParameters,6513,689,599,69,-1.106982923905036,9.102902374670185,10.32934131736527,0.007203691324232167
CountHigherOrderCalls,5476,1726,517,151,-2.669225697452636,8.044752264251464,22.604790419161677,-0.008899113405978824
CountFunctionCalls,385,6817,30,638,-10.200708136628712,8.558014755197854,95.50898203592814,0.010658361447142798
CountCurrying,4982,2220,472,196,-3.4037251794661154,8.112582781456954,29.34131736526946,-0.008963604889340775
CountPatternMatching,6445,757,362,306,-0.8305232079578688,28.786453433678272,45.808383233532936,0.2878148326259771
CountLazyValues,7104,98,651,17,-0.22525637422738498,14.782608695652174,2.5449101796407185,0.027503730790966536
CountParameterLists,5500,1702,303,365,-2.279891896296271,17.65844218674407,54.64071856287425,0.1963801297955033
FunctionalScoreCount,5477,1725,289,379,-2.294614603062688,18.013307984790874,56.73652694610778,0.20645612052574028
CountVariables,6864,338,630,38,-0.5835089055435363,10.106382978723403,5.688622754491018,0.013007607304409726
CountVariableDefinitions,7013,189,643,25,-0.36103244773989895,11.682242990654206,3.74251497005988,0.019162117186356707
CountInnerVariableAssignment,7016,186,643,25,-0.3561248788177598,11.848341232227488,3.74251497005988,0.02001279342772217
CountOuterVariableUsage,5665,1537,529,139,-2.379679131046432,8.293556085918855,20.808383233532936,-0.0036278284792565837
CountOuterVariableAssignment,7113,89,656,12,-0.2187129489978663,11.881188118811881,1.7964071856287425,0.013882098245352893
CountSideEffects,5557,1645,497,171,-2.5040042104072877,9.416299559471366,25.59880239520958,0.018243917057451226
IsSideEffect,735,6467,47,621,-9.655967986271277,8.761286681715577,92.96407185628742,0.029529082383539816
CountSideEffectCalls,6299,903,544,124,-1.367084076778406,12.074001947419669,18.562874251497004,0.049847230383643346
CountSideEffectFunctions,7156,46,660,8,-0.1549145530100584,14.814814814814813,1.1976047904191618,0.01886924634707016
ImperativeScoreCount,5723,1479,502,166,-2.2406313449191586,10.091185410334347,24.850299401197603,0.029571696700182802
HasPointsCount,2913,4289,122,546,-6.215762171851796,11.292657704239916,81.73652694610777,0.12701930072437637
ParadigmScoreCount,4451,2751,273,395,-3.9468294735161713,12.555626191989827,59.13173652694611,0.11910582170016895
