name,count,percentage_faulty,percentage_total_faults
CountCurrying,6,39.00634249471459,6.20943204868154
CountFunctionCalls,7,21.96969696969697,15.714285714285715
CountFunctionParameters,7,27.142857142857146,17.647058823529417
CountFunctions,7,28.402366863905325,68.57142857142857
CountHigherOrderCalls,7,32.028469750889684,60.0
CountInnerVariableAssignment,7,29.72972972972973,9.705882352941178
CountLazyValues,7,32.55813953488372,8.275862068965518
CountNestedDepth,2,100.0,0.4183569979716024
CountNestedMethods,7,32.608695652173914,25.882352941176478
CountOuterVariableAssignment,7,33.33333333333333,2.7777777777777777
CountOuterVariableUsage,7,31.707317073170728,5.5555555555555545
CountParameterLists,7,29.57746478873239,40.0
CountPatternMatching,7,30.952380952380953,53.793103448275865
CountRecursiveCalls,7,40.0,5.5555555555555545
CountSideEffectCalls,7,30.80568720379147,36.111111111111114
CountSideEffectFunctions,7,36.0,5.5555555555555545
CountSideEffects,7,25.75342465753425,50.0
CountVariableDefinitions,7,37.17472118959108,8.641975308641975
CountVariables,7,33.2464146023468,15.862068965517242
FunctionalScoreCount,7,24.89878542510121,79.62962962962962
HasPointsCount,7,21.772939346811818,85.51724137931033
ImperativeScoreCount,7,25.62296858071506,50.0
IsFunction,7,28.08022922636103,9.655172413793103
IsSideEffect,7,18.326693227091635,15.862068965517242
ParadigmScoreCount,7,22.683051715309784,78.39506172839506
