name,count,mean,std
FractionCurrying,7,0.0050013828128928454,0.0628803258157833
FractionFunctionCalls,7,0.03637868262711815,0.2332511751118755
FractionFunctions,7,0.4704506070340697,1.7272218208546737
FractionHigherOrderCalls,7,0.31356955512396484,1.4699940407387495
FractionInnerVariableAssignment,7,0.00735190205562988,0.0420608280342388
FractionLazyValues,7,0.016379347683324302,0.12155603199700843
FractionNestedMethods,7,0.08436087053287314,0.4064536399597456
FractionOuterVariableAssignment,7,0.009835428694982062,0.10030270992341414
FractionOuterVariableUsage,7,0.02910355971365808,0.1900666345504988
FractionPatternMatching,7,0.3259671655800816,0.8501011688048887
FractionRecursiveCalls,7,0.002672156154734855,0.051630858618738285
FractionSideEffectCalls,7,0.10455462899873516,0.3449518324582811
FractionSideEffectFunctions,7,0.010273517169454445,0.08203938020931542
FractionSideEffects,7,0.49983164036135097,0.9627707964845974
FractionVariableDefinitions,7,0.0038416430652434674,0.031059988243022668
FractionVariables,7,0.043624451621529885,0.22032191216438868
FunctionalScoreFraction,7,2.2184500235734688,6.704978608704011
HasFunctionParameters,7,0.21453287197231835,1.3995089581669824
HasMultipleParameterLists,7,0.6521739130434783,1.9978526273139483
HasPointsFraction,7,1.938897168405365,4.98548003218056
ImperativeScoreFraction,7,1.1064337235940243,2.3682092071691274
IsFunction,7,0.04665959703075292,0.33450296471334834
IsNested,7,0.0,0.0
IsSideEffect,7,0.3885955649419219,0.8874249705362481
ParadigmScoreFraction,7,1.0753064312573908,3.3786109386341536
