name,count,precision,recall,mcc
CommentDensity,7,14.308943089430894,27.175843694493786,0.08075599222032465
CommentLinesOfCode,7,14.44805194805195,28.24156305506217,0.08075599222032465
CyclomaticComplexity,7,11.527777777777779,41.9501133786848,0.10519338319635288
DepthOfNesting,7,10.618729096989966,31.35469774217043,0.10723937686687693
LinesOfCode,7,14.082503556187769,44.35542607428989,0.15040757000962945
NumberOfPatternVariables,7,11.43317230273752,35.52397868561279,0.09771751425654156
OutDegree,7,12.023962344886607,47.51381215469613,0.12940690111452924
OutDegreeDistinct,7,10.597014925373132,39.226519337016576,0.11250068209627136
PatternSize,7,12.472932005197055,36.234458259325045,0.10900393345733146
SourceLinesOfCode,7,13.167701863354035,43.76417233560091,0.13413670485075116
