name,tn,fp,fn,tp,r2,precision,recall,mcc
Akka,41082,17673,1163,1583,-6.180017383033462,8.220814291649356,57.647487254187915,0.12277577431369027
Gitbucket,2168,925,60,121,-4.760449991336701,11.567877629063098,66.85082872928176,0.18107423098675213
Http4s,3241,1361,220,343,-2.1517167993219415,20.129107981220656,60.92362344582594,0.20778915538698936
Quill,2001,654,153,220,-1.467493676254525,25.171624713958813,58.98123324396782,0.2491239291722888
Scio,6248,954,302,366,-1.054635522068886,27.727272727272727,54.79041916167665,0.3098963888135971
Shapeless,5727,1646,245,196,-3.5444581919751936,10.640608034744844,44.44444444444444,0.12025879261140718
ZIO,13242,4561,775,572,-3.2611204596240775,11.143580751996883,42.464736451373426,0.09725234204540467
