name,count,mean,std
FractionCurrying,7,0.004040327852365868,0.047346714679812496
FractionFunctionCalls,7,0.031896109108849845,0.15881209655776718
FractionFunctions,7,0.2084675444580936,0.3384656752210438
FractionHigherOrderCalls,7,0.16022083293811915,0.28651921473891856
FractionInnerVariableAssignment,7,0.0064892245872626144,0.03577166421342397
FractionLazyValues,7,0.010440866134814104,0.07964161686839344
FractionNestedMethods,7,0.04964382149687942,0.16784673477094825
FractionOuterVariableAssignment,7,0.006330379484736667,0.052335070739138304
FractionOuterVariableUsage,7,0.013721076715018805,0.09479197811877743
FractionPatternMatching,7,0.17525177440021064,0.3284013318725066
FractionRecursiveCalls,7,0.002455305951084228,0.025794608685803074
FractionSideEffectCalls,7,0.06713944537923668,0.17248713297263613
FractionSideEffectFunctions,7,0.00931723301644898,0.07637165415700195
FractionSideEffects,7,0.28144871019721074,0.4043827564855866
FractionVariableDefinitions,7,0.0032381608869998892,0.027436440643735342
FractionVariables,7,0.027804602418580838,0.12065283696835348
FunctionalScoreFraction,7,0.8640395626264624,1.1055092154144683
HasFunctionParameters,7,0.08553326293558608,0.2798213823633106
HasMultipleParameterLists,7,0.1721958925750395,0.3778491924012704
HasPointsFraction,7,0.6171456405260595,0.4861424248351461
ImperativeScoreFraction,7,0.6716019580831641,1.0107904536251997
IsFunction,7,0.03181336161187698,0.175596040318163
IsNested,7,0.0,0.0
IsSideEffect,7,0.1911532385466035,0.39352041857472025
ParadigmScoreFraction,7,0.4491295826707269,0.5687087447860383
