commit,faults,path,CyclomaticComplexity,DepthOfNesting,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmScoreFraction
HEAD,0,package service - trait MergeService - method checkConflict,1.0,0.0,5.0,5.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0
HEAD,0,package service - trait MergeService - method checkConflictCache,1.0,0.0,10.0,10.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0
HEAD,0,package service - trait MergeService - method mergePullRequest,1.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package service - trait MergeService - method rebasePullRequest,1.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package service - trait MergeService - method squashPullRequest,1.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package service - trait MergeService - method fetchAsPullRequest,1.0,0.0,15.0,15.0,0.0,0.0,13.0,10.0,0.0,0.0,-0.46341463414634143
HEAD,0,package service - trait MergeService - method tryMergeRemote,3.0,6.0,38.0,34.0,2.0,0.05555555555555555,33.0,25.0,4.0,1.0,0.7818181818181819
HEAD,0,package service - trait MergeService - method checkConflict,1.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package service - trait MergeService - method pullRemote,4.0,21.0,79.0,75.0,2.0,0.025974025974025976,46.0,28.0,8.0,3.0,0.20853080568720386
HEAD,0,package service - trait MergeService - method mergePullRequest,13.0,20.0,139.0,134.0,5.0,0.03597122302158273,84.0,7.0,23.0,4.0,1.0
HEAD,0,package service - object MergeService - object Util - method createMergeCommit,1.0,0.0,20.0,19.0,1.0,0.05,12.0,10.0,0.0,0.0,-0.14285714285714288
HEAD,0,package service - object MergeService - object Util - method updateRefs,1.0,0.0,16.0,16.0,0.0,0.0,7.0,7.0,0.0,0.0,-0.6363636363636364
HEAD,0,package service - object MergeService - class MergeCacheInfo - method checkConflictCache,3.0,0.0,20.0,16.0,2.0,0.1111111111111111,21.0,11.0,0.0,0.0,1.0
HEAD,0,package service - object MergeService - class MergeCacheInfo - method checkConflict,1.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package service - object MergeService - class MergeCacheInfo - method checkConflictForce,3.0,1.0,25.0,23.0,1.0,0.041666666666666664,25.0,18.0,4.0,1.0,0.05882352941176467
HEAD,0,package service - object MergeService - class MergeCacheInfo - method checkConflictForce - method _updateBranch,1.0,0.0,5.0,4.0,1.0,0.2,2.0,2.0,0.0,0.0,-0.3333333333333333
HEAD,1,package service - object MergeService - class MergeCacheInfo - method merge,2.0,0.0,12.0,10.0,2.0,0.16666666666666666,12.0,11.0,0.0,0.0,-1.0
HEAD,1,package service - object MergeService - class MergeCacheInfo - method rebase,2.0,0.0,26.0,26.0,0.0,0.0,31.0,25.0,0.0,0.0,-0.1818181818181818
HEAD,1,package service - object MergeService - class MergeCacheInfo - method rebase - method _cloneCommit,1.0,0.0,11.0,11.0,0.0,0.0,12.0,12.0,0.0,0.0,0.04761904761904763
HEAD,0,package service - object MergeService - class MergeCacheInfo - method squash,2.0,0.0,31.0,27.0,3.0,0.1,32.0,20.0,0.0,0.0,-0.03448275862068971
HEAD,0,package service - object MergeService - class MergeCacheInfo - method createMergeCommit,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package service - object MergeService - class MergeCacheInfo - method parseCommit,1.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0
HEAD,0,package service - object MergeService - method createConflictMessage,2.0,5.0,6.0,6.0,0.0,0.0,8.0,5.0,5.0,1.0,1.0
HEAD,0,package service - trait RepositoryCommitFileService - method commitFiles,1.0,0.0,14.0,12.0,1.0,0.07692307692307693,3.0,1.0,0.0,0.0,1.0
HEAD,0,package service - trait RepositoryCommitFileService - method commitFile,2.0,0.0,28.0,28.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0
HEAD,0,package service - trait RepositoryCommitFileService - method commitFile,6.0,23.0,43.0,41.0,2.0,0.046511627906976744,33.0,23.0,10.0,4.0,0.4050632911392405
HEAD,1,package service - trait RepositoryCommitFileService - method _commitFile,4.0,12.0,92.0,82.0,9.0,0.0989010989010989,70.0,38.0,6.0,1.0,0.8756756756756757
HEAD,0,package controller - trait LabelsControllerBase - method labelName,3.0,0.0,10.0,9.0,0.0,0.0,8.0,6.0,0.0,0.0,1.0
HEAD,0,package controller - trait LabelsControllerBase - method labelName - <$anon: <error>> - method validate,3.0,0.0,8.0,7.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0
HEAD,1,package controller - trait LabelsControllerBase - method uniqueLabelName,1.0,0.0,19.0,19.0,0.0,0.0,15.0,8.0,0.0,0.0,1.0
HEAD,1,package controller - trait LabelsControllerBase - method uniqueLabelName - <$anon: <error>> - method validate,1.0,0.0,17.0,17.0,0.0,0.0,14.0,7.0,0.0,0.0,1.0
HEAD,0,package service - trait SystemSettingsService - method baseUrl,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package service - trait SystemSettingsService - method saveSystemSettings,4.0,0.0,74.0,74.0,0.0,0.0,120.0,12.0,0.0,0.0,-0.34101382488479265
HEAD,0,package service - trait SystemSettingsService - method loadSystemSettings,5.0,0.0,93.0,92.0,1.0,0.010752688172043012,149.0,22.0,0.0,0.0,0.8941798941798942
HEAD,0,package service - object SystemSettingsService - class SystemSettings - method baseUrl,1.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - class SystemSettings - method parseBaseUrl,1.0,0.0,11.0,11.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - class SystemSettings - method sshAddress,1.0,0.0,5.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package service - object SystemSettingsService - object OIDC - method apply,1.0,0.0,7.0,7.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - method getValue,2.0,0.0,11.0,10.0,0.0,0.0,11.0,8.0,0.0,0.0,1.0
HEAD,0,package service - object SystemSettingsService - method getSeqValue,2.0,0.0,9.0,8.0,0.0,0.0,10.0,8.0,0.0,0.0,1.0
HEAD,0,package service - object SystemSettingsService - method getOptionValue,2.0,0.0,11.0,10.0,0.0,0.0,12.0,9.0,0.0,0.0,1.0
HEAD,0,package util - trait OneselfAuthenticator - method oneselfOnly,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package util - trait OneselfAuthenticator - method oneselfOnly,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package util - trait OneselfAuthenticator - method authenticate,4.0,4.0,7.0,7.0,0.0,0.0,6.0,3.0,9.0,2.0,1.0
HEAD,0,package util - trait OwnerAuthenticator - method ownerOnly,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package util - trait OwnerAuthenticator - method ownerOnly,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package util - trait OwnerAuthenticator - method authenticate,6.0,2.0,18.0,17.0,1.0,0.05555555555555555,24.0,2.0,17.0,4.0,1.0
HEAD,0,package util - trait UsersAuthenticator - method usersOnly,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package util - trait UsersAuthenticator - method usersOnly,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package util - trait UsersAuthenticator - method authenticate,3.0,4.0,6.0,6.0,0.0,0.0,3.0,2.0,6.0,1.0,1.0
HEAD,0,package util - trait AdminAuthenticator - method adminOnly,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package util - trait AdminAuthenticator - method adminOnly,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package util - trait AdminAuthenticator - method authenticate,3.0,4.0,6.0,6.0,0.0,0.0,3.0,2.0,5.0,1.0,1.0
HEAD,0,package util - trait ReferrerAuthenticator - method referrersOnly,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package util - trait ReferrerAuthenticator - method referrersOnly,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package util - trait ReferrerAuthenticator - method authenticate,2.0,0.0,11.0,10.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0
HEAD,0,package util - trait ReadableUsersAuthenticator - method readableUsersOnly,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package util - trait ReadableUsersAuthenticator - method readableUsersOnly,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package util - trait ReadableUsersAuthenticator - method authenticate,7.0,2.0,14.0,14.0,0.0,0.0,23.0,2.0,21.0,5.0,1.0
HEAD,0,package util - trait WritableUsersAuthenticator - method writableUsersOnly,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package util - trait WritableUsersAuthenticator - method writableUsersOnly,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package util - trait WritableUsersAuthenticator - method authenticate,6.0,2.0,16.0,16.0,0.0,0.0,22.0,2.0,17.0,4.0,1.0
HEAD,0,package util - trait GroupManagerAuthenticator - method managersOnly,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package util - trait GroupManagerAuthenticator - method managersOnly,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,2,package util - trait GroupManagerAuthenticator - method authenticate,5.0,4.0,11.0,11.0,0.0,0.0,12.0,4.0,13.0,3.0,1.0
HEAD,0,package api - object ApiPersonIdent - method author,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package api - object ApiPersonIdent - method committer,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package controller - trait SystemSettingsControllerBase - method multiLineText,2.0,0.0,10.0,9.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0
HEAD,0,package controller - trait SystemSettingsControllerBase - method multiLineText - <$anon: <error>> - method convert,2.0,0.0,7.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0
HEAD,0,package controller - trait SystemSettingsControllerBase - method members,3.0,5.0,9.0,9.0,0.0,0.0,8.0,7.0,12.0,2.0,1.0
HEAD,0,package controller - trait SystemSettingsControllerBase - method members - <$anon: <error>> - method validate,3.0,5.0,6.0,6.0,0.0,0.0,7.0,6.0,12.0,2.0,1.0
HEAD,0,package controller - trait SystemSettingsControllerBase - method disableByNotYourself,2.0,0.0,11.0,10.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0
HEAD,0,package controller - trait SystemSettingsControllerBase - method disableByNotYourself - <$anon: <error>> - method validate,2.0,0.0,8.0,7.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method datetime,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method datetimeAgo,3.0,7.0,9.0,9.0,0.0,0.0,10.0,7.0,10.0,2.0,1.0
HEAD,0,package view - object helpers - method datetimeAgoRecentOnly,5.0,9.0,11.0,11.0,0.0,0.0,14.0,7.0,22.0,2.0,1.0
HEAD,0,package view - object helpers - method datetimeRFC3339,1.0,0.0,5.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,-1.0
HEAD,0,package view - object helpers - method date,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method hashDate,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method hashQuery,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method plural,3.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,1,package view - object helpers - method markdown,1.0,0.0,26.0,26.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package view - object helpers - method renderMarkup,1.0,0.0,16.0,16.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0
HEAD,1,package view - object helpers - method isRenderable,1.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method issueLink,1.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method avatar,1.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method avatar,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method link,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method cut,2.0,0.0,6.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
HEAD,1,package view - object helpers - class RegexReplaceString - method replaceAll,1.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method activityMessage,1.0,0.0,44.0,44.0,0.0,0.0,50.0,5.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method removeHtml,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method encodeRefName,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method urlEncode,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method urlEncode,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method url,1.0,0.0,2.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method url,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method basePRBranchUrl,1.0,0.0,2.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method requestPRBranchUrl,1.0,0.0,2.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method assets,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method assets,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method user,1.0,0.0,2.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method avatarLink,2.0,0.0,11.0,11.0,0.0,0.0,8.0,4.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method avatarLink,1.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method userWithContent,2.0,0.0,10.0,9.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0
HEAD,0,package view - object helpers - method isPast,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method pre,1.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - class RichHtmlSeq - method mkHtml,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - class RichHtmlSeq - method mkHtml,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method commitStateIcon,5.0,1.0,11.0,11.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0
HEAD,0,package view - object helpers - method commitStateText,5.0,4.0,6.0,6.0,0.0,0.0,2.0,2.0,20.0,0.0,1.0
HEAD,0,package view - object helpers - method json,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method urlLink,5.0,11.0,18.0,17.0,1.0,0.05555555555555555,26.0,7.0,18.0,5.0,1.0
HEAD,0,package view - object helpers - method decorateHtml,8.0,14.0,34.0,34.0,0.0,0.0,27.0,13.0,10.0,2.0,0.4054054054054053
HEAD,0,package view - object helpers - method readableSize,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method diff,1.0,0.0,27.0,27.0,0.0,0.0,27.0,5.0,0.0,0.0,0.0
HEAD,0,package view - object helpers - method appendQueryString,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package service - trait IssuesService - method getIssue,2.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0
HEAD,0,package service - trait IssuesService - method getComments,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0
HEAD,0,package service - trait IssuesService - method getCommentsForApi,4.0,4.0,12.0,12.0,0.0,0.0,18.0,2.0,26.0,8.0,1.0
HEAD,0,package service - trait IssuesService - method getMergedComment,3.0,4.0,11.0,11.0,0.0,0.0,11.0,2.0,12.0,4.0,1.0
HEAD,0,package service - trait IssuesService - method getComment,2.0,0.0,7.0,7.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0
HEAD,0,package service - trait IssuesService - method getIssueLabels,4.0,3.0,11.0,11.0,0.0,0.0,9.0,2.0,18.0,6.0,1.0
HEAD,0,package service - trait IssuesService - method getIssueLabel,1.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package service - trait IssuesService - method countIssue,1.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package service - trait IssuesService - method countIssueGroupByLabels,5.0,3.0,28.0,28.0,0.0,0.0,19.0,3.0,32.0,10.0,1.0
HEAD,0,package service - trait IssuesService - method countIssueGroupByPriorities,4.0,3.0,23.0,23.0,0.0,0.0,13.0,3.0,18.0,6.0,1.0
HEAD,1,package service - trait IssuesService - method getCommitStatues,8.0,8.0,29.0,29.0,0.0,0.0,25.0,3.0,11.0,3.0,1.0
HEAD,2,package service - trait IssuesService - method searchIssue,8.0,10.0,50.0,49.0,1.0,0.02,65.0,2.0,146.0,40.0,1.0
HEAD,0,package service - trait IssuesService - method searchIssueByApi,5.0,4.0,13.0,12.0,1.0,0.07692307692307693,25.0,2.0,68.0,19.0,1.0
HEAD,2,package service - trait IssuesService - method searchPullRequestByApi,8.0,4.0,19.0,18.0,1.0,0.05263157894736842,58.0,2.0,170.0,46.0,1.0
HEAD,3,package service - trait IssuesService - method searchIssueQueryBase,15.0,7.0,41.0,41.0,0.0,0.0,10.0,2.0,26.0,4.0,1.0
HEAD,2,package service - trait IssuesService - method searchIssueQuery,3.0,4.0,49.0,40.0,7.0,0.14893617021276595,66.0,2.0,7.0,2.0,1.0
HEAD,0,package service - trait IssuesService - method insertIssue,1.0,0.0,38.0,36.0,2.0,0.05263157894736842,10.0,2.0,0.0,0.0,1.0
HEAD,0,package service - trait IssuesService - method registerIssueLabel,2.0,0.0,18.0,18.0,0.0,0.0,9.0,2.0,0.0,0.0,0.8947368421052632
HEAD,0,package service - trait IssuesService - method deleteIssueLabel,2.0,0.0,18.0,18.0,0.0,0.0,9.0,2.0,0.0,0.0,0.8947368421052632
HEAD,0,package service - trait IssuesService - method deleteAllIssueLabels,2.0,0.0,18.0,18.0,0.0,0.0,6.0,2.0,0.0,0.0,0.8947368421052632
HEAD,0,package service - trait IssuesService - method createComment,1.0,0.0,20.0,20.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0
HEAD,0,package service - trait IssuesService - method updateIssue,1.0,0.0,10.0,10.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0
HEAD,0,package service - trait IssuesService - method changeIssueToPullRequest,1.0,0.0,8.0,8.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0
HEAD,1,package service - trait IssuesService - method updateAssignedUserName,2.0,0.0,30.0,29.0,0.0,0.0,23.0,3.0,0.0,0.0,0.9374999999999999
HEAD,0,package service - trait IssuesService - method updateMilestoneId,2.0,0.0,30.0,30.0,0.0,0.0,24.0,4.0,0.0,0.0,0.9411764705882352
HEAD,0,package service - trait IssuesService - method updatePriorityId,2.0,0.0,30.0,30.0,0.0,0.0,24.0,4.0,0.0,0.0,0.9411764705882352
HEAD,0,package service - trait IssuesService - method updateComment,1.0,0.0,4.0,4.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0
HEAD,2,package service - trait IssuesService - method deleteComment,4.0,9.0,11.0,11.0,0.0,0.0,23.0,2.0,11.0,2.0,1.0
HEAD,0,package service - trait IssuesService - method updateClosed,1.0,0.0,6.0,6.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0
HEAD,0,package service - trait IssuesService - method searchIssuesByKeyword,11.0,11.0,72.0,69.0,3.0,0.041666666666666664,67.0,4.0,102.0,24.0,1.0
HEAD,0,package service - trait IssuesService - method closeIssuesFromMessage,1.0,0.0,11.0,11.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0
HEAD,0,package service - trait IssuesService - method createReferComment,3.0,0.0,15.0,14.0,1.0,0.06666666666666667,11.0,6.0,0.0,0.0,-0.07042253521126762
HEAD,0,package service - trait IssuesService - method createIssueComment,2.0,0.0,9.0,9.0,0.0,0.0,11.0,7.0,0.0,0.0,-0.06382978723404249
HEAD,2,package service - trait IssuesService - method getAssignableUserNames,4.0,4.0,11.0,11.0,0.0,0.0,9.0,2.0,8.0,1.0,1.0
HEAD,0,package service - object IssuesService - class IssueSearchCondition - method isEmpty,1.0,0.0,4.0,4.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0
HEAD,0,package service - object IssuesService - class IssueSearchCondition - method nonEmpty,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package service - object IssuesService - class IssueSearchCondition - method toFilterString,14.0,6.0,33.0,32.0,0.0,0.0,36.0,10.0,46.0,3.0,1.0
HEAD,1,package service - object IssuesService - class IssueSearchCondition - method toURL,9.0,7.0,23.0,23.0,0.0,0.0,42.0,8.0,18.0,3.0,1.0
HEAD,0,package service - object IssuesService - object IssueSearchCondition - method param,2.0,0.0,4.0,4.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0
HEAD,2,package service - object IssuesService - object IssueSearchCondition - method apply,7.0,2.0,23.0,23.0,0.0,0.0,30.0,6.0,9.0,3.0,1.0
HEAD,0,package service - object IssuesService - object IssueSearchCondition - method page,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package controller - trait IndexControllerBase - method signin,3.0,0.0,12.0,11.0,0.0,0.0,12.0,7.0,0.0,0.0,-1.0
HEAD,0,package model - trait GroupMemberComponent - class GroupMembers - method *,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package service - object WikiService - method wikiHttpUrl,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0
HEAD,0,package service - object WikiService - method wikiSshUrl,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0
HEAD,0,package service - trait WikiService - method createWikiRepository,2.0,0.0,18.0,17.0,0.0,0.0,8.0,6.0,0.0,0.0,-0.12903225806451613
HEAD,0,package service - trait WikiService - method getWikiPage,2.0,0.0,15.0,15.0,0.0,0.0,16.0,14.0,0.0,0.0,1.0
HEAD,0,package service - trait WikiService - method getWikiPageList,1.0,0.0,10.0,10.0,0.0,0.0,15.0,12.0,0.0,0.0,1.0
HEAD,0,package service - trait WikiService - method revertWikiPage,17.0,15.0,107.0,106.0,0.0,0.0,110.0,63.0,45.0,3.0,0.5907335907335907
HEAD,0,package service - trait WikiService - method saveWikiPage,8.0,0.0,67.0,62.0,0.0,0.0,48.0,33.0,0.0,0.0,0.1901840490797546
HEAD,0,package service - trait WikiService - method deleteWikiPage,3.0,0.0,37.0,36.0,0.0,0.0,26.0,20.0,0.0,0.0,-0.26865671641791034
HEAD,0,package plugin - trait TextDecorator - method decorate,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HEAD,0,package api - object ApiGroup - method apply,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method webHookForm,1.0,0.0,9.0,9.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method _headers,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method webHook,3.0,0.0,12.0,10.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method webHook - <$anon: <error>> - method validate,3.0,0.0,10.0,8.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method webhookEvents,2.0,0.0,13.0,12.0,0.0,0.0,11.0,10.0,0.0,0.0,1.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method webhookEvents - <$anon: <error>> - method convert,1.0,0.0,5.0,5.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method webhookEvents - <$anon: <error>> - method validate,2.0,0.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method renameRepositoryName,2.0,1.0,16.0,14.0,0.0,0.0,14.0,9.0,1.0,0.0,1.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method renameRepositoryName - <$anon: <error>> - method validate,2.0,1.0,14.0,12.0,0.0,0.0,13.0,8.0,1.0,0.0,1.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method featureOption,2.0,0.0,9.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method featureOption - <$anon: <error>> - method validate,2.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method transferUser,4.0,10.0,16.0,15.0,0.0,0.0,13.0,5.0,6.0,1.0,1.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method transferUser - <$anon: <error>> - method validate,4.0,10.0,14.0,13.0,0.0,0.0,12.0,4.0,6.0,1.0,1.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method mergeOptions,3.0,0.0,15.0,14.0,0.0,0.0,12.0,7.0,0.0,0.0,1.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method mergeOptions - <$anon: <error>> - method convert,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package controller - trait RepositorySettingsControllerBase - method mergeOptions - <$anon: <error>> - method validate,3.0,0.0,10.0,9.0,0.0,0.0,10.0,6.0,0.0,0.0,1.0
