name,count,mean mean,mean std,std mean,std std
CommentDensity,7,0.010777345499883828,0.005894179468252195,0.04803029636885545,0.015854031739868005
CommentLinesOfCode,7,0.23105325585888684,0.10652907554943429,1.5170397553936668,0.5035210996772527
CyclomaticComplexity,7,1.9797120789110227,0.3568670187185888,2.4925556750707756,0.45507661800171006
DepthOfNesting,7,1.5275254543688275,0.6077275105854938,3.561682994059452,0.823483284500048
LinesOfCode,7,7.072728061463418,2.7565743626831853,11.735571225138441,3.312657087200644
NumberOfPatternVariables,7,0.8109260519613687,0.42237302798193876,2.9421810824544217,1.4048972872974532
OutDegree,7,6.835656721209886,3.192826098119986,12.914837954969645,4.165022563323165
OutDegreeDistinct,7,3.548480769387042,1.067792676509318,4.683184002782869,1.644982536782972
PatternSize,7,3.732938056082163,1.501182099181134,13.53269548542116,4.412166948197302
SourceLinesOfCode,7,6.6079677399934695,2.6571807532936567,10.396297450252419,3.1168826144149837
