name,count,precision,recall,mcc
FunctionVariables,7,49.180327868852466,59.016393442622956,0.31949141692920063
FunctionVariables baseline,7,47.61904761904761,58.33333333333334,0.3594191907247513
ImplicitConversions,7,37.77777777777778,61.111111111111114,0.3629118086297439
ImplicitConversions baseline,7,35.41666666666667,56.4102564102564,0.3734409828825216
ImplicitDefinitions,7,53.16455696202531,61.53846153846154,0.39410556149492
ImplicitDefinitions baseline,7,48.71794871794872,63.46153846153846,0.3973650357554177
ImplicitParameters,7,55.451713395638635,60.465116279069754,0.3468069882422487
ImplicitParameters baseline,7,55.799373040752364,58.940397350993386,0.3598508030042909
OverridingPatternVariables,6,61.647727272727266,63.095238095238095,0.3562831380058583
OverridingPatternVariables baseline,6,57.336956521739125,61.80555555555556,0.29628458308734384
UnitVariables,1,90.9090909090909,76.92307692307693,0.7963449170242716
UnitVariables baseline,1,81.81818181818183,69.23076923076923,0.6917919738701003
UsageOfNull,7,50.80213903743316,53.846153846153854,0.2041241452319315
UsageOfNull baseline,7,51.24378109452736,60.0,0.2
