name,count,percentage_faulty,percentage_total_faults
FractionCurrying,6,11.244178310046571,1.7859314093623715
FractionFunctionCalls,7,15.363881401617252,7.216494845360824
FractionFunctions,7,13.235294117647062,43.09623430962343
FractionHigherOrderCalls,7,13.761467889908257,35.714285714285715
FractionInnerVariableAssignment,7,18.644067796610173,3.571428571428571
FractionLazyValues,7,16.129032258064516,2.061855670103093
FractionNestedMethods,7,14.371257485029941,10.0418410041841
FractionOuterVariableAssignment,7,7.4074074074074066,0.4608294930875576
FractionOuterVariableUsage,7,14.849785407725319,1.3824884792626728
FractionPatternMatching,7,16.82027649769585,29.723127035830625
FractionRecursiveCalls,7,8.707865168539326,1.3824884792626728
FractionSideEffectCalls,7,16.666666666666664,16.317991631799163
FractionSideEffectFunctions,7,14.814814814814813,1.5873015873015872
FractionSideEffects,7,13.931888544891642,22.17573221757322
FractionVariableDefinitions,7,21.428571428571427,2.928870292887029
FractionVariables,7,18.348623853211013,4.761904761904762
FunctionalScoreFraction,7,11.582491582491587,71.96652719665272
HasFunctionParameters,7,10.191082802547774,13.389121338912132
HasMultipleParameterLists,7,11.304347826086955,35.714285714285715
HasPointsFraction,7,10.581717451523543,79.49790794979079
ImperativeScoreFraction,7,13.750000000000002,23.01255230125523
IsFunction,7,2.631578947368421,0.3418803418803419
IsNested,7,12.12121212121212,2.7649769585253456
IsSideEffect,7,8.152173913043477,10.0418410041841
ParadigmScoreFraction,7,10.60011217049916,79.49790794979079
