name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FractionRecursiveCalls,10,0,10,0.0,0.0
IsNested,12,2,10,16.666666666666664,2.0618556701030926
FractionNestedMethods,52,7,45,13.461538461538462,7.216494845360824
FractionFunctions,312,42,270,13.461538461538462,43.29896907216495
IsFunction,8,0,8,0.0,0.0
HasFunctionParameters,64,6,58,9.375,6.185567010309279
FractionHigherOrderCalls,273,39,234,14.285714285714285,40.20618556701031
FractionFunctionCalls,34,7,27,20.588235294117645,7.216494845360824
FractionPatternMatching,221,39,182,17.647058823529413,40.20618556701031
FractionLazyValues,9,2,7,22.22222222222222,2.0618556701030926
HasMultipleParameterLists,345,39,306,11.304347826086957,40.20618556701031
FunctionalScoreFraction,660,82,578,12.424242424242424,84.5360824742268
FractionVariables,38,8,30,21.052631578947366,8.24742268041237
FractionVariableDefinitions,14,3,11,21.428571428571427,3.0927835051546393
FractionInnerVariableAssignment,16,4,12,25.0,4.123711340206185
FractionOuterVariableUsage,25,5,20,20.0,5.154639175257731
FractionOuterVariableAssignment,16,0,16,0.0,0.0
FractionSideEffects,323,45,278,13.93188854489164,46.391752577319586
IsSideEffect,223,31,192,13.901345291479823,31.958762886597935
FractionSideEffectCalls,147,25,122,17.006802721088434,25.773195876288657
FractionSideEffectFunctions,37,13,24,35.13513513513514,13.402061855670103
ImperativeScoreFraction,327,45,282,13.761467889908257,46.391752577319586
HasPointsFraction,750,93,657,12.4,95.87628865979381
ParadigmScoreFraction,746,92,654,12.332439678284182,94.84536082474226
