name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FractionRecursiveCalls,356,31,325,8.707865168539326,2.5244299674267103
IsNested,415,34,381,8.19277108433735,2.768729641693811
FractionNestedMethods,681,161,520,23.641703377386197,13.110749185667753
FractionFunctions,3876,513,3363,13.23529411764706,41.77524429967427
IsFunction,511,74,437,14.481409001956946,6.026058631921824
HasFunctionParameters,727,65,662,8.940852819807429,5.293159609120521
FractionHigherOrderCalls,2991,395,2596,13.206285523236375,32.16612377850163
FractionFunctionCalls,565,96,469,16.991150442477874,7.81758957654723
FractionCurrying,219,47,172,21.461187214611872,3.8273615635179157
FractionPatternMatching,2170,365,1805,16.82027649769585,29.723127035830622
FractionLazyValues,290,62,228,21.379310344827587,5.048859934853421
HasMultipleParameterLists,718,30,688,4.178272980501393,2.44299674267101
FunctionalScoreFraction,6045,729,5316,12.05955334987593,59.364820846905545
FractionVariables,2503,352,2151,14.06312425089892,28.664495114006517
FractionVariableDefinitions,338,60,278,17.75147928994083,4.88599348534202
FractionInnerVariableAssignment,366,50,316,13.661202185792352,4.071661237785016
FractionOuterVariableUsage,2330,346,1984,14.84978540772532,28.175895765472315
FractionOuterVariableAssignment,1199,228,971,19.01584653878232,18.566775244299674
FractionSideEffects,6364,658,5706,10.33940917661848,53.583061889250814
IsSideEffect,4692,425,4267,9.057971014492754,34.609120521172635
FractionSideEffectCalls,5165,620,4545,12.003872216844142,50.4885993485342
FractionSideEffectFunctions,626,131,495,20.926517571884983,10.667752442996743
ImperativeScoreFraction,6834,684,6150,10.008779631255488,55.700325732899024
HasPointsFraction,10113,961,9152,9.502620389597547,78.25732899022802
ParadigmScoreFraction,9982,952,9030,9.537166900420758,77.52442996742671
