name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,74,6,68,8.108108108108109,100.0
FanIn,27,3,24,11.11111111111111,50.0
CouplingBetweenObjects,74,6,68,8.108108108108109,100.0
DepthOfInheritance,54,5,49,9.25925925925926,83.33333333333334
LackOfCohesionInMethods,55,4,51,7.2727272727272725,66.66666666666666
LinesOfCode,74,6,68,8.108108108108109,100.0
SourceLinesOfCode,74,6,68,8.108108108108109,100.0
CommentLinesOfCode,15,2,13,13.333333333333334,33.33333333333333
CommentDensity,15,2,13,13.333333333333334,33.33333333333333
NumberOfChildren,2,0,2,0.0,0.0
ResponseForClass,74,6,68,8.108108108108109,100.0
WeightedMethodCount,74,6,68,8.108108108108109,100.0
CyclomaticComplexity,74,6,68,8.108108108108109,100.0
DepthOfNesting,8,0,8,0.0,0.0
OutDegree,74,6,68,8.108108108108109,100.0
OutDegreeDistinct,74,6,68,8.108108108108109,100.0
PatternSize,8,0,8,0.0,0.0
