name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,1077,95,982,8.82079851439183,100.0
FanIn,983,88,895,8.952187182095624,92.63157894736842
CouplingBetweenObjects,1078,95,983,8.812615955473097,100.0
DepthOfInheritance,715,56,659,7.8321678321678325,58.94736842105262
LackOfCohesionInMethods,694,54,640,7.780979827089338,56.84210526315789
LinesOfCode,1078,95,983,8.812615955473097,100.0
SourceLinesOfCode,1078,95,983,8.812615955473097,100.0
CommentLinesOfCode,372,53,319,14.24731182795699,55.78947368421052
CommentDensity,372,53,319,14.24731182795699,55.78947368421052
NumberOfChildren,129,18,111,13.953488372093023,18.947368421052634
ResponseForClass,1078,95,983,8.812615955473097,100.0
WeightedMethodCount,1076,95,981,8.828996282527882,100.0
CyclomaticComplexity,1078,95,983,8.812615955473097,100.0
DepthOfNesting,413,56,357,13.559322033898304,58.94736842105262
OutDegree,1049,94,955,8.960915157292659,98.94736842105263
OutDegreeDistinct,1049,94,955,8.960915157292659,98.94736842105263
PatternSize,413,56,357,13.559322033898304,58.94736842105262
NumberOfPatternVariables,397,55,342,13.85390428211587,57.89473684210527
