name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CommentDensity,7,43.74700696175365,12.341086209693206,70.71697831827682,18.278112392939722
CommentLinesOfCode,7,43.74700696175365,12.341086209693206,70.71697831827682,18.278112392939722
CouplingBetweenObjects,7,29.06064727189815,11.592421851443289,100.0,0.0
CyclomaticComplexity,7,29.06064727189815,11.592421851443289,100.0,0.0
DepthOfInheritance,7,27.532853543115774,9.977432496495346,60.47022651113979,15.785412266110017
DepthOfNesting,7,36.399947535529506,12.65411318920991,71.00108663111585,9.720199751315135
FanIn,7,29.97457026076692,13.313761089777442,79.05738829722837,10.65615603364619
FanOut,7,29.06064727189815,11.592421851443289,100.0,0.0
LackOfCohesionInMethods,7,30.26007645493529,10.622871022619604,76.87750207632234,12.986895565482667
LinesOfCode,7,29.06064727189815,11.592421851443289,100.0,0.0
NumberOfChildren,7,41.31514199899873,11.946663014773405,38.0758953637665,21.28033037837218
NumberOfPatternVariables,7,38.11212068584934,11.93789838274326,68.79877354835492,9.862524056151432
OutDegree,7,29.80820994509009,11.79070623829499,99.27503094790555,0.6609761811925159
OutDegreeDistinct,7,29.80820994509009,11.79070623829499,99.27503094790555,0.6609761811925159
PatternSize,7,36.399947535529506,12.65411318920991,71.00108663111585,9.720199751315135
ResponseForClass,7,29.06064727189815,11.592421851443289,100.0,0.0
SourceLinesOfCode,7,29.06064727189815,11.592421851443289,100.0,0.0
WeightedMethodCount,7,29.066197212763534,11.591757805133454,100.0,0.0
