name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,212,62,150,29.245283018867923,100.0
FanIn,191,55,136,28.79581151832461,88.70967741935483
CouplingBetweenObjects,212,62,150,29.245283018867923,100.0
DepthOfInheritance,129,34,95,26.356589147286826,54.83870967741935
LackOfCohesionInMethods,184,62,122,33.69565217391305,100.0
LinesOfCode,212,62,150,29.245283018867923,100.0
SourceLinesOfCode,212,62,150,29.245283018867923,100.0
CommentLinesOfCode,74,31,43,41.891891891891895,50.0
CommentDensity,74,31,43,41.891891891891895,50.0
NumberOfChildren,101,49,52,48.51485148514851,79.03225806451613
ResponseForClass,212,62,150,29.245283018867923,100.0
WeightedMethodCount,212,62,150,29.245283018867923,100.0
CyclomaticComplexity,212,62,150,29.245283018867923,100.0
DepthOfNesting,152,48,104,31.57894736842105,77.41935483870968
OutDegree,204,61,143,29.901960784313726,98.38709677419355
OutDegreeDistinct,204,61,143,29.901960784313726,98.38709677419355
PatternSize,152,48,104,31.57894736842105,77.41935483870968
NumberOfPatternVariables,150,48,102,32.0,77.41935483870968
