name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,1246,102,1144,8.186195826645266,98.07692307692307
FanIn,992,64,928,6.451612903225806,61.53846153846154
CouplingBetweenObjects,1291,103,1188,7.978311386522076,99.03846153846155
DepthOfInheritance,967,66,901,6.8252326783867625,63.46153846153846
LackOfCohesionInMethods,368,30,338,8.152173913043478,28.846153846153843
LinesOfCode,1323,104,1219,7.860922146636433,100.0
SourceLinesOfCode,1323,104,1219,7.860922146636433,100.0
CommentLinesOfCode,104,29,75,27.884615384615387,27.884615384615387
CommentDensity,104,29,75,27.884615384615387,27.884615384615387
NumberOfChildren,253,30,223,11.857707509881422,28.846153846153843
ResponseForClass,628,68,560,10.828025477707007,65.38461538461539
WeightedMethodCount,541,63,478,11.645101663585953,60.57692307692307
CyclomaticComplexity,541,63,478,11.645101663585953,60.57692307692307
DepthOfNesting,3,3,0,100.0,2.8846153846153846
OutDegree,439,54,385,12.300683371298406,51.92307692307693
OutDegreeDistinct,439,54,385,12.300683371298406,51.92307692307693
PatternSize,3,3,0,100.0,2.8846153846153846
NumberOfPatternVariables,3,3,0,100.0,2.8846153846153846
