name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,1061,33,1028,3.1102733270499527,100.0
FanIn,905,30,875,3.314917127071823,90.9090909090909
CouplingBetweenObjects,1067,33,1034,3.0927835051546393,100.0
DepthOfInheritance,968,21,947,2.169421487603306,63.63636363636363
LackOfCohesionInMethods,133,5,128,3.7593984962406015,15.151515151515152
LinesOfCode,1073,33,1040,3.075489282385834,100.0
SourceLinesOfCode,1073,33,1040,3.075489282385834,100.0
CommentLinesOfCode,64,10,54,15.625,30.303030303030305
CommentDensity,64,10,54,15.625,30.303030303030305
NumberOfChildren,114,11,103,9.649122807017543,33.33333333333333
ResponseForClass,300,22,278,7.333333333333333,66.66666666666666
WeightedMethodCount,182,7,175,3.8461538461538463,21.21212121212121
CyclomaticComplexity,182,7,175,3.8461538461538463,21.21212121212121
OutDegree,176,6,170,3.4090909090909087,18.181818181818183
OutDegreeDistinct,176,6,170,3.4090909090909087,18.181818181818183
