name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,790,81,709,10.253164556962027,100.0
FanIn,492,53,439,10.772357723577237,65.4320987654321
CouplingBetweenObjects,790,81,709,10.253164556962027,100.0
DepthOfInheritance,535,50,485,9.345794392523365,61.72839506172839
LackOfCohesionInMethods,557,56,501,10.053859964093357,69.1358024691358
LinesOfCode,790,81,709,10.253164556962027,100.0
SourceLinesOfCode,790,81,709,10.253164556962027,100.0
CommentLinesOfCode,77,25,52,32.467532467532465,30.864197530864196
CommentDensity,77,25,52,32.467532467532465,30.864197530864196
NumberOfChildren,136,18,118,13.23529411764706,22.22222222222222
ResponseForClass,790,81,709,10.253164556962027,100.0
WeightedMethodCount,790,81,709,10.253164556962027,100.0
CyclomaticComplexity,790,81,709,10.253164556962027,100.0
DepthOfNesting,392,46,346,11.73469387755102,56.79012345679012
OutDegree,758,81,677,10.686015831134563,100.0
OutDegreeDistinct,758,81,677,10.686015831134563,100.0
PatternSize,392,46,346,11.73469387755102,56.79012345679012
NumberOfPatternVariables,388,44,344,11.34020618556701,54.32098765432099
