name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,309,111,198,35.92233009708738,100.0
FanIn,243,91,152,37.4485596707819,81.98198198198197
CouplingBetweenObjects,309,111,198,35.92233009708738,100.0
DepthOfInheritance,90,17,73,18.88888888888889,15.315315315315313
LackOfCohesionInMethods,111,18,93,16.216216216216218,16.216216216216218
LinesOfCode,309,111,198,35.92233009708738,100.0
SourceLinesOfCode,309,111,198,35.92233009708738,100.0
CommentLinesOfCode,142,91,51,64.08450704225352,81.98198198198197
CommentDensity,142,91,51,64.08450704225352,81.98198198198197
NumberOfChildren,55,10,45,18.181818181818183,9.00900900900901
ResponseForClass,309,111,198,35.92233009708738,100.0
WeightedMethodCount,309,111,198,35.92233009708738,100.0
CyclomaticComplexity,309,111,198,35.92233009708738,100.0
DepthOfNesting,166,78,88,46.98795180722892,70.27027027027027
OutDegree,304,110,194,36.18421052631579,99.09909909909909
OutDegreeDistinct,304,110,194,36.18421052631579,99.09909909909909
PatternSize,166,78,88,46.98795180722892,70.27027027027027
NumberOfPatternVariables,146,69,77,47.26027397260274,62.16216216216216
