name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,841,180,661,21.40309155766944,100.0
FanIn,492,116,376,23.577235772357724,64.44444444444444
CouplingBetweenObjects,841,180,661,21.40309155766944,100.0
DepthOfInheritance,613,131,482,21.37030995106036,72.77777777777777
LackOfCohesionInMethods,688,124,564,18.023255813953487,68.88888888888889
LinesOfCode,841,180,661,21.40309155766944,100.0
SourceLinesOfCode,841,180,661,21.40309155766944,100.0
CommentLinesOfCode,289,117,172,40.484429065743946,65.0
CommentDensity,289,117,172,40.484429065743946,65.0
NumberOfChildren,138,60,78,43.47826086956522,33.33333333333333
ResponseForClass,841,180,661,21.40309155766944,100.0
WeightedMethodCount,841,180,661,21.40309155766944,100.0
CyclomaticComplexity,841,180,661,21.40309155766944,100.0
DepthOfNesting,426,110,316,25.821596244131456,61.111111111111114
OutDegree,811,179,632,22.071516646115906,99.44444444444444
OutDegreeDistinct,811,179,632,22.071516646115906,99.44444444444444
PatternSize,426,110,316,25.821596244131456,61.111111111111114
NumberOfPatternVariables,309,106,203,34.3042071197411,58.88888888888889
