name,rows,faulty_rows,non_faulty_rows,percentage_faulty
Akka,61501,2746,58755,4.464968049300012
Gitbucket,3274,181,3093,5.5284056200366525
Http4s,5165,563,4602,10.900290416263312
Quill,3028,373,2655,12.318361955085866
Scio,7870,668,7202,8.487928843710293
Shapeless,7814,441,7373,5.643716406449962
ZIO,19150,1347,17803,7.033942558746737
