name,rows,faulty_rows,non_faulty_rows,percentage_faulty
Akka,13015,1964,11051,15.090280445639648
Gitbucket,750,228,522,30.4
Http4s,1350,356,994,26.37037037037037
Quill,878,211,667,24.031890660592257
Scio,1714,323,1391,18.844807467911316
Shapeless,3417,307,3110,8.984489318115306
ZIO,2315,288,2027,12.44060475161987
