name,count,precision,recall,mcc
FractionCurrying,7,34.09090909090909,8.823529411764708,0.09058678541900472
FractionFunctionCalls,7,20.869565217391305,18.38235294117647,0.12165326363705906
FractionFunctions,7,25.819672131147538,53.793103448275865,0.195774654085958
FractionHigherOrderCalls,7,33.02752293577982,48.96551724137931,0.2334295470719793
FractionInnerVariableAssignment,7,29.72972972972973,11.428571428571427,0.09865250023831657
FractionLazyValues,7,31.25,10.147058823529411,0.06787912870059565
FractionNestedMethods,7,32.95454545454545,25.882352941176478,0.14282972981234304
FractionOuterVariableAssignment,7,16.317991631799163,27.94117647058824,0.030968285816299863
FractionOuterVariableUsage,7,29.72972972972973,19.1358024691358,0.0720149168938247
FractionPatternMatching,7,31.512605042016805,48.970588235294116,0.20087970302875408
FractionRecursiveCalls,7,36.36363636363637,8.571428571428571,0.09114915667212677
FractionSideEffectCalls,7,30.509868421052637,30.8641975308642,0.13727973396788865
FractionSideEffectFunctions,7,36.0,11.111111111111109,0.08274391389818067
FractionSideEffects,7,26.319218241042343,41.975308641975296,0.13787879805066494
FractionVariableDefinitions,7,37.17472118959108,14.705882352941178,0.10480267404000383
FractionVariables,7,32.956152758132966,18.571428571428573,0.1310956549310119
FunctionalScoreFraction,7,28.57142857142857,59.72222222222222,0.233114921489107
HasFunctionParameters,7,27.142857142857146,17.647058823529417,0.15181056534757986
HasMultipleParameterLists,7,29.57746478873239,40.0,0.20433074274590055
HasPointsFraction,7,21.772939346811818,85.51724137931033,0.180217832557186
ImperativeScoreFraction,7,25.38513060951105,37.654320987654316,0.13478117062751474
IsFunction,7,28.08022922636103,14.411764705882351,0.12204608721094475
IsNested,7,0.0,0.0,0.0
IsSideEffect,7,18.326693227091635,28.395061728395056,0.060598736391318075
ParadigmScoreFraction,7,25.22727272727273,72.2222222222222,0.17345333354008532
