name,rows,faulty_rows,non_faulty_rows,percentage_faulty
Akka,7543,830,6713,11.00357947766141
Gitbucket,595,86,509,14.453781512605044
Http4s,1445,161,1284,11.141868512110726
Quill,1054,67,987,6.35673624288425
Scio,1394,194,1200,13.916786226685796
Shapeless,2373,183,2190,7.711757269279393
ZIO,908,91,817,10.022026431718063
