name,count,mean mean,mean std,std mean,std std
CountCurrying,7,0.01665364100872851,0.01871899184694803,0.1145751887801856,0.10310360077157261
CountFunctionCalls,7,0.12909825702683322,0.13004615978028325,0.3906812487250765,0.2507142342390322
CountFunctionParameters,7,0.07628690177716775,0.05088852520145662,0.23803366905426154,0.07289670623822961
CountFunctions,7,0.8167588205701575,0.5569605466310762,1.659695181932729,0.9104203210218375
CountHigherOrderCalls,7,0.4329953568751264,0.29472896725755765,0.9733247749130912,0.4883377983309266
CountInnerVariableAssignment,7,0.028470569141389936,0.015186596275486594,0.21769442029906264,0.1085009215683454
CountLazyValues,7,0.021995672317806053,0.01621182667294776,0.1836204068981563,0.12401067442495241
CountNestedDepth,7,4.600874166091557e-06,1.2172768856979942e-05,0.0001690469111651607,0.0004472560868466433
CountNestedMethods,7,0.13679716871835276,0.08477452184938018,0.551110386995709,0.3118466546553598
CountOuterVariableAssignment,7,0.039815736612824525,0.07480619453426535,0.2326188927871425,0.28619678040981544
CountOuterVariableUsage,7,0.1294212772647755,0.23101084967325414,0.6220741752480876,0.7552593467226709
CountParameterLists,7,0.11023084327673786,0.06792679818321885,0.2790023577317679,0.1052878391217334
CountPatternMatching,7,0.283069166079933,0.10171957952416895,0.6551911046202986,0.09837941757537942
CountRecursiveCalls,7,0.021699791545433198,0.04081341296672876,0.1838392047613133,0.29799549041035184
CountSideEffectCalls,7,0.34129422983006014,0.47465766293630357,0.9997039144674573,1.1732927082156999
CountSideEffectFunctions,7,0.023177026494343358,0.03002230204133296,0.1429469967409833,0.15291359363146126
CountSideEffects,7,0.8975987823535656,1.0683349542420577,2.3453932652276532,2.5759903939679445
CountVariableDefinitions,7,0.02525291572505649,0.022348440887089805,0.16704391117388404,0.10386603499907697
CountVariables,7,0.26216870869830533,0.32905885882966457,1.2231994702162527,1.0472761874401852
FunctionalScoreCount,7,2.065847769258613,0.9785758359310689,3.718580281149579,1.4275906447573639
HasPointsCount,7,0.538675149722261,0.09180112166936699,0.4258374855996153,0.009193146948339021
ImperativeScoreCount,7,1.857562955578707,2.311068440463875,5.236155104592036,5.8100386193053355
IsFunction,7,0.02025754918817072,0.0166926800054223,0.10532615108049348,0.053683857350690124
IsSideEffect,7,0.11036370945838628,0.10880325270950211,0.22791618864679603,0.1346882067660255
ParadigmScoreCount,7,0.2446993760194062,0.24016479696929013,0.5165747642712762,0.059787681182724456
