name,count,precision,recall,mcc
CommentDensity,7,40.41666666666666,48.33333333333334,0.15828635673034025
CommentLinesOfCode,7,56.46258503401361,40.5,0.3134118812079565
CouplingBetweenObjects,7,57.97101449275362,55.11363636363637,0.35443390765977856
CyclomaticComplexity,7,49.32126696832579,51.66666666666667,0.3193125115204602
DepthOfInheritance,7,26.621621621621625,55.92618878637331,0.02705303591326352
DepthOfNesting,7,40.869565217391305,61.0,0.2383828556550576
FanIn,7,40.82191780821917,32.77777777777778,0.13979922603852474
FanOut,7,60.55555555555554,60.184528034066716,0.40227670101215385
LackOfCohesionInMethods,7,41.61721068249258,39.81547196593328,0.16286438585248073
LinesOfCode,7,61.5819209039548,53.225806451612904,0.43153208679358507
NumberOfChildren,7,38.504155124653735,29.0,0.11194506211774116
NumberOfPatternVariables,7,41.8918918918919,46.5,0.22664453448538002
OutDegree,7,52.17391304347826,55.68181818181818,0.3484361195678117
OutDegreeDistinct,7,45.13274336283185,51.70068027210885,0.29660192811430297
PatternSize,7,44.10256410256411,43.548387096774185,0.22489610632108603
ResponseForClass,7,56.886227544910184,54.76190476190477,0.4440220672131484
SourceLinesOfCode,7,60.40268456375839,56.7068843151171,0.4318727730314277
WeightedMethodCount,7,58.045977011494244,50.79365079365079,0.3808857321839871
