name,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
CommentDensity,38.00039203377677,17.438445685351343,51.95692703764037,25.521200074763854,0.24601231921080263,0.17692142918022125
CommentLinesOfCode,51.33823540720871,20.79252970092526,51.98108210239351,26.842445026034852,0.3671400330646225,0.1918060695477328
CouplingBetweenObjects,46.33996152410533,18.287158612959185,54.63888694623138,12.297324874128538,0.3423388273757743,0.16858557148965467
CyclomaticComplexity,36.28231078716558,17.190116642114436,57.74177010093187,12.728012154976973,0.23412202693607934,0.13104931301106948
DepthOfInheritance,31.834457211348358,23.74919573131079,66.16668595472757,10.268115892250721,0.16925055295227787,0.17902743065979398
DepthOfNesting,33.793319310744664,17.844647190630216,56.807306700617964,11.493466034133354,0.21096102084741908,0.17122320377700226
FanIn,27.78283835818672,11.790974824379688,53.70197247903123,19.823682474256806,0.08726427251666935,0.14442377040923537
FanOut,47.807500226345475,18.611379908238103,56.42422630712664,12.969019884134454,0.3727730589795147,0.15991428180026407
LackOfCohesionInMethods,41.75120499811953,25.236810892064415,54.24291821929177,22.923672866397045,0.23871615699492893,0.24915217992951047
LinesOfCode,54.164517268328645,21.32253729055859,51.290410533979696,16.273441852155283,0.4037400456530361,0.19811160391173996
NumberOfChildren,33.90814952123126,19.48030267294599,47.563635773980586,32.95521177184118,0.15342499563004072,0.17645990551692273
NumberOfPatternVariables,35.501646756184094,18.011805171422413,53.83249448292218,19.51481545802512,0.21353879437118728,0.14884570035299732
OutDegree,42.14224670310726,19.995673875283927,58.32976277389809,12.854284085853127,0.3013168256951055,0.1604431258367135
OutDegreeDistinct,37.32886639927368,18.146943422075456,55.814575086973534,11.581522360496768,0.25486686990499197,0.19829332576797723
PatternSize,38.22415629259145,16.787304339755316,52.736921994122326,20.368940275423462,0.24532910974080596,0.14224725306502936
ResponseForClass,45.92186373636202,19.76147644220002,50.80982942101921,12.567111745182745,0.32230562275685415,0.21163391088996333
SourceLinesOfCode,52.15949703969595,20.71288405962814,51.49779919500511,14.339314368267624,0.39007889449379685,0.17559940476593594
WeightedMethodCount,38.0268850751849,20.50938775058014,47.28675325273842,23.34984342192965,0.2213047100544135,0.20718431379620877
