name,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
CommentDensity,16.477456620054767,6.254757513575939,34.076150456222976,30.740917199185347,0.12687393374171982,0.0602743106377398
CommentLinesOfCode,18.79616774673206,6.673466063355791,35.472426465901044,30.38450735116019,0.1536444944020084,0.08069416954216675
CouplingBetweenObjects,11.625312239619237,4.310220628563963,38.40264908879199,11.730320363348078,0.11080706988816444,0.07933779812401989
CyclomaticComplexity,7.661418783668952,2.988105447621959,66.48158593943035,14.008985779836436,0.05574102309075853,0.05042876750416974
DepthOfInheritance,8.121200286557707,3.2850746451289727,56.41182288639633,11.211484299716012,0.06500201341153702,0.0669469157890149
DepthOfNesting,20.347620264563783,36.57792838503799,29.21580452068257,48.36669359910861,0.036212745124337815,0.05982953568314953
FanIn,7.170575764065676,2.9030733999680987,49.458276549648474,23.461075730102305,0.028959529010293198,0.04623766542931118
FanOut,14.373960790000039,4.984123153845712,41.81643495421867,10.120240198356289,0.15304630647571324,0.06182933782736564
LackOfCohesionInMethods,7.157632920805043,2.2603622308469253,43.779803484490635,26.795274036974217,0.0383024789831256,0.05149258199035535
LinesOfCode,15.975787997936047,7.600454903474235,34.6886926386387,16.834162425869035,0.15678235463589793,0.1217488598353857
NumberOfChildren,6.92497219582062,2.1687792862625512,63.02419384910073,25.513064736557993,0.007882771369246437,0.06547777292241334
NumberOfPatternVariables,16.265433787456,37.097929226516634,28.983516483516485,48.524927291144664,0.02748637197705192,0.06035739960991385
OutDegree,8.703216890726072,5.050419717140101,29.202736345330216,6.379306431186412,0.036362941413298974,0.07012250629056216
OutDegreeDistinct,8.431051118207902,4.287808106990637,31.030684819620156,12.871519882773528,0.04375449377649784,0.05347498040361527
PatternSize,20.347620264563783,36.57792838503799,29.21580452068257,48.36669359910861,0.036212745124337815,0.05982953568314953
ResponseForClass,13.338847417827697,4.162077472179088,37.300879318584066,9.706716130043432,0.1317953186905805,0.05903720122906795
SourceLinesOfCode,15.917718355536186,7.677757721595318,36.91646435102761,12.729066885387796,0.15602791895140253,0.11436198504375378
WeightedMethodCount,6.7533800057701106,2.8564681903489606,44.06645377114092,26.018198534785114,0.024041195399437672,0.06650047352782244
