name,precision,recall,mcc
CommentDensity,15.0,31.740614334470987,0.1036637881015944
CommentLinesOfCode,15.129151291512914,33.44827586206897,0.1036637881015944
CyclomaticComplexity,10.249307479224377,50.58823529411765,0.07337274341613204
DepthOfNesting,9.767784740140065,41.76706827309236,0.057232006475129965
LinesOfCode,12.403100775193801,51.864406779661024,0.15290162243431232
NumberOfPatternVariables,10.14686248331108,35.742971887550205,0.06238037501856152
OutDegree,11.878453038674033,50.170648464163826,0.09853803418098693
OutDegreeDistinct,9.71563981042654,39.931740614334466,0.06626396852535534
PatternSize,11.900191938579654,32.241379310344826,0.07255064529844417
SourceLinesOfCode,12.745098039215687,55.63139931740614,0.10571106211054042
