name,count,mean,std
FunctionalCalls,7,0.3708956605311341,0.9426253291784712
FunctionalScoreLandkroon,7,0.4154431941511432,1.0460772726715768
HasPointsLandkroon,7,0.2740364063218224,0.373404596270497
HigherOrder,7,0.062446314870424825,0.2475658138712044
ImperativeCalls,7,0.032680918503900466,0.16617896614638855
ImperativeScoreLandkroon,7,0.22335749488099327,1.0459314577225731
Nested,7,0.0,0.0
ParadigmScoreLandkroon,7,0.2275597527482847,0.3662352948649917
Recursive,7,0.005144098465353761,0.05133363012749821
SideEffects,7,0.16316690028525774,0.8616728363162368
