commit,faults,path,NumberOfLambdaFunctions,SourceLinesOfLambda,LambdaScore,LambdaFunctionsUsingOuterVariables,LambdaFunctionsUsingInnerVariables,LambdaFunctionsWithSideEffects,LambdaFunctionsWithAssignment
HEAD,0,package util - object HttpClientUtil,3.0,10.0,0.29411764705882354,0.0,0.0,2.0,0.0
HEAD,2,package api - class ApiPullRequest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package api - object ApiPullRequest,2.0,2.0,0.058823529411764705,0.0,0.0,0.0,0.0
HEAD,0,package api - object ApiPullRequest - class Commit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package model - trait GpgKeyComponent,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package model - trait GpgKeyComponent - class GpgKeys,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package model - class GpgKey,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - object Sessions,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package controller - class IssuesController,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,4,package controller - trait IssuesControllerBase,67.0,302.0,0.8096514745308311,0.0,0.0,0.0,4.0
HEAD,0,package controller - trait IssuesControllerBase - class IssueCreateForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait IssuesControllerBase - class CommentForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait IssuesControllerBase - class IssueStateForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package api - class CreateAUser,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,9,package util - object JGitUtil,91.0,500.0,0.5235602094240838,0.0,2.0,23.0,6.0
HEAD,0,package util - object JGitUtil - <$anon: util.Using.Releasable[org.eclipse.jgit.lib.ObjectDatabase]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class RepositoryInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class FileInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class GpgSignInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class GpgVerifyInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class CommitInfo,1.0,4.0,0.19047619047619047,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class DiffInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class ContentInfo,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class TagInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class SubmoduleInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class BranchMergeInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class BranchInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class BlameInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package core - package model - package object model,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object AuthUtil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package service - trait MilestonesService,11.0,17.0,0.29310344827586204,0.0,0.0,0.0,0.0
HEAD,3,package servlet - class GitRepositoryServlet,3.0,35.0,0.35,0.0,0.0,0.0,0.0
HEAD,1,package servlet - class GitBucketRepositoryResolver,1.0,5.0,0.35714285714285715,0.0,0.0,0.0,0.0
HEAD,0,package servlet - class GitBucketReceivePackFactory,4.0,23.0,0.6388888888888888,0.0,0.0,0.0,0.0
HEAD,6,package servlet - class CommitLogHook,23.0,146.0,0.8538011695906432,0.0,0.0,0.0,2.0
HEAD,1,package servlet - class WikiCommitHook,7.0,45.0,0.8035714285714286,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class BatchRequest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class BatchRequestObject,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class BatchUploadResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class BatchResponseObject,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class Actions,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class Action,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class Error,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package ssh - object GitCommand,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,3,package ssh - class GitCommand,1.0,20.0,0.40816326530612246,1.0,0.0,1.0,0.0
HEAD,0,package ssh - class DefaultGitCommand,2.0,2.0,0.044444444444444446,0.0,0.0,0.0,0.0
HEAD,2,package ssh - class DefaultGitUploadPack,3.0,10.0,0.47619047619047616,1.0,0.0,1.0,0.0
HEAD,2,package ssh - class DefaultGitReceivePack,3.0,15.0,0.5769230769230769,1.0,0.0,1.0,0.0
HEAD,2,package ssh - class PluginGitUploadPack,2.0,6.0,0.375,1.0,0.0,1.0,0.0
HEAD,2,package ssh - class PluginGitReceivePack,2.0,6.0,0.375,1.0,0.0,1.0,0.0
HEAD,0,package ssh - class GitCommandFactory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package ssh - object PublicKeyAuthenticator,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package ssh - object PublicKeyAuthenticator - trait AuthType,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package ssh - object PublicKeyAuthenticator - object AuthType,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package ssh - object PublicKeyAuthenticator - object AuthType - class UserAuthType,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package ssh - object PublicKeyAuthenticator - object AuthType - class DeployKeyType,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package ssh - class PublicKeyAuthenticator,6.0,15.0,0.2542372881355932,0.0,0.0,0.0,0.0
HEAD,0,package api - class ApiCombinedCommitStatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package api - object ApiCombinedCommitStatus,2.0,2.0,0.14285714285714285,0.0,0.0,0.0,0.0
HEAD,0,package api - trait ApiRepositoryBranchControllerBase,17.0,57.0,0.890625,0.0,0.0,0.0,0.0
HEAD,2,package api - trait ApiPullRequestControllerBase,28.0,160.0,0.9302325581395349,0.0,0.0,0.0,0.0
HEAD,0,package model - trait AccountExtraMailAddressComponent,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package model - trait AccountExtraMailAddressComponent - class AccountExtraMailAddresses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package model - class AccountExtraMailAddress,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait ValidationSupport,16.0,8.0,0.12903225806451613,0.0,0.0,0.0,0.0
HEAD,0,package plugin - class Plugin,25.0,62.0,0.29245283018867924,0.0,0.0,24.0,0.0
HEAD,0,package controller - class AccountController,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,13,package controller - trait AccountControllerBase,56.0,266.0,0.4256,0.0,0.0,0.0,2.0
HEAD,0,package controller - trait AccountControllerBase - class AccountNewForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class AccountEditForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class SshKeyForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class GpgKeyForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class PersonalTokenForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class NewGroupForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class EditGroupForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class RepositoryCreationForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class ForkRepositoryForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class AccountForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class AccountWebHookForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method accountWebHook - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method accountWebhookEvents - <$anon: <error>>,2.0,2.0,0.16666666666666666,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method existsAccount - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method uniqueRepository - <$anon: <error>>,3.0,3.0,0.23076923076923078,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method members - <$anon: <error>>,1.0,1.0,0.125,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method validPublicKey - <$anon: <error>>,1.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method validGpgPublicKey - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method validAccountName - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package api - trait ApiOrganizationControllerBase,9.0,15.0,0.5,0.0,0.0,0.0,0.0
HEAD,2,package model - trait MilestoneComponent,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package model - trait MilestoneComponent - class Milestones,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package model - class Milestone,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package servlet - class InitializeListener,4.0,44.0,0.44,0.0,0.0,1.0,0.0
HEAD,0,package servlet - class DeleteOldActivityActor,3.0,11.0,0.7857142857142857,0.0,0.0,0.0,0.0
HEAD,0,package service - trait MergeService,28.0,204.0,0.6476190476190476,0.0,0.0,4.0,0.0
HEAD,1,package service - object MergeService,13.0,32.0,0.2,0.0,2.0,5.0,2.0
HEAD,0,package service - object MergeService - object Util,2.0,5.0,0.13157894736842105,0.0,0.0,2.0,0.0
HEAD,1,package service - object MergeService - class MergeCacheInfo,10.0,26.0,0.22413793103448276,0.0,2.0,3.0,2.0
HEAD,1,package service - trait RepositoryCommitFileService,13.0,92.0,0.5476190476190477,0.0,0.0,4.0,0.0
HEAD,0,package service - object RepositoryCommitFileService,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package service - object RepositoryCommitFileService - class CommitFile,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - class LabelsController,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package controller - trait LabelsControllerBase,11.0,35.0,0.4666666666666667,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait LabelsControllerBase - class LabelForm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait LabelsControllerBase - method labelName - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package controller - trait LabelsControllerBase - method uniqueLabelName - <$anon: <error>>,4.0,3.0,0.15789473684210525,0.0,0.0,0.0,0.0
HEAD,0,package service - trait SystemSettingsService,32.0,160.0,0.9411764705882353,0.0,0.0,7.0,0.0
HEAD,0,package service - object SystemSettingsService,6.0,17.0,0.09289617486338798,0.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - class SystemSettings,3.0,2.0,0.05,0.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - class RepositoryOperation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - class Ssh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - class Ldap,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - class OIDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - object OIDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - class Smtp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - class Proxy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - class SshAddress,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - class WebHook,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package service - object SystemSettingsService - class Upload,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - trait OneselfAuthenticator,1.0,1.0,0.08333333333333333,0.0,0.0,0.0,0.0
HEAD,0,package util - trait OwnerAuthenticator,4.0,13.0,0.5909090909090909,0.0,0.0,0.0,0.0
HEAD,0,package util - trait UsersAuthenticator,1.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0
HEAD,0,package util - trait AdminAuthenticator,1.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0
HEAD,1,package util - trait ReferrerAuthenticator,3.0,6.0,0.4,0.0,0.0,0.0,0.0
HEAD,0,package util - trait ReadableUsersAuthenticator,4.0,12.0,0.5714285714285714,0.0,0.0,0.0,0.0
HEAD,0,package util - trait WritableUsersAuthenticator,4.0,14.0,0.6086956521739131,0.0,0.0,0.0,0.0
HEAD,2,package util - trait GroupManagerAuthenticator,2.0,3.0,0.2,0.0,0.0,0.0,0.0
HEAD,0,package api - class ApiPersonIdent,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package api - object ApiPersonIdent,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - class SystemSettingsController,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - class Table,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - class Column,0.0,0.0,0.0,0.0,0.0,0.0,0.0
