name,count,precision,recall,mcc
FunctionVariables,7,58.26086956521739,68.24324324324324,0.4478627465508846
FunctionVariables baseline,7,64.83516483516482,67.56756756756756,0.4599890021642482
ImplicitConversions,7,61.45833333333334,67.16763005780348,0.3871382085898404
ImplicitConversions baseline,7,62.886597938144334,68.32369942196533,0.4199149935999168
ImplicitDefinitions,7,62.561576354679794,69.23076923076923,0.43650165259981777
ImplicitDefinitions baseline,7,62.5,66.15384615384615,0.4544739795148145
ImplicitParameters,7,62.61682242990653,66.48291069459758,0.4803239092218775
ImplicitParameters baseline,7,64.42307692307692,65.72769953051643,0.5230901514491921
OverridingPatternVariables,7,71.15384615384616,72.04301075268819,0.504222250969385
OverridingPatternVariables baseline,7,72.27722772277228,70.96774193548387,0.5211579836307766
UnitVariables,2,69.73109243697479,76.25418060200668,0.5864631154009841
UnitVariables baseline,2,70.67307692307693,74.62374581939798,0.5838074055677375
UsageOfNull,7,66.66666666666666,68.29268292682927,0.3908045977011495
UsageOfNull baseline,7,57.99999999999999,70.73170731707317,0.3833530581288377
