name,count,precision,recall,mcc
FunctionalCalls,7,42.774566473988436,44.10112359550562,0.3007705102407245
FunctionalScoreLandkroon,7,45.95959595959596,43.65325077399382,0.2917694048750862
HasPointsLandkroon,7,46.04651162790698,43.03405572755417,0.2934026618059094
HigherOrder,7,46.55172413793103,22.75280898876405,0.1899872905035632
ImperativeCalls,7,42.41706161137441,27.342158859470462,0.18236981048984954
ImperativeScoreLandkroon,7,37.82383419689119,26.404494382022467,0.2281062009722323
Nested,7,0.0,0.0,0.0
ParadigmScoreLandkroon,7,40.65510597302504,52.11726384364822,0.2864736545853049
Recursive,7,40.334128878281625,5.8631921824104225,0.0709992938054648
SideEffects,7,34.21052631578947,20.224719101123593,0.1959404192292514
