name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Recursive,371,35,336,9.433962264150944,2.8501628664495113
Nested,415,34,381,8.19277108433735,2.768729641693811
HigherOrder,727,65,662,8.940852819807429,5.293159609120521
FunctionalCalls,2600,409,2191,15.730769230769232,33.30618892508143
SideEffects,2503,352,2151,14.06312425089892,28.664495114006517
ImperativeCalls,709,109,600,15.373765867418902,8.876221498371335
FunctionalScoreLandkroon,3515,474,3041,13.485064011379801,38.59934853420196
ImperativeScoreLandkroon,2805,392,2413,13.975044563279857,31.921824104234524
HasPointsLandkroon,5360,656,4704,12.238805970149254,53.420195439739416
ParadigmScoreLandkroon,3515,474,3041,13.485064011379801,38.59934853420196
