name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Recursive,89,3,86,3.3707865168539324,3.5294117647058822
Nested,66,1,65,1.5151515151515151,1.1764705882352942
HigherOrder,355,41,314,11.549295774647888,48.23529411764706
FunctionalCalls,710,43,667,6.056338028169014,50.588235294117645
SideEffects,16,3,13,18.75,3.5294117647058822
ImperativeCalls,14,0,14,0.0,0.0
FunctionalScoreLandkroon,948,60,888,6.329113924050633,70.58823529411765
ImperativeScoreLandkroon,27,3,24,11.11111111111111,3.5294117647058822
HasPointsLandkroon,960,60,900,6.25,70.58823529411765
ParadigmScoreLandkroon,948,60,888,6.329113924050633,70.58823529411765
