name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Recursive,18,3,15,16.666666666666664,1.2552301255230125
Nested,99,12,87,12.121212121212121,5.02092050209205
HigherOrder,314,32,282,10.191082802547772,13.389121338912133
FunctionalCalls,600,94,506,15.666666666666668,39.33054393305439
SideEffects,109,20,89,18.34862385321101,8.368200836820083
ImperativeCalls,61,9,52,14.754098360655737,3.765690376569038
FunctionalScoreLandkroon,896,115,781,12.834821428571427,48.11715481171548
ImperativeScoreLandkroon,153,24,129,15.686274509803921,10.0418410041841
HasPointsLandkroon,991,126,865,12.714429868819375,52.719665271966534
ParadigmScoreLandkroon,896,115,781,12.834821428571427,48.11715481171548
