name,count,percentage_faulty,percentage_total_faults
FunctionalCalls,7,15.666666666666668,37.32718894009216
FunctionalScoreLandkroon,7,14.220183486238533,49.2063492063492
HasPointsLandkroon,7,13.835198372329605,53.96825396825397
HigherOrder,7,10.191082802547774,13.389121338912132
ImperativeCalls,7,15.373765867418902,4.761904761904762
ImperativeScoreLandkroon,7,13.975044563279855,7.521367521367521
Nested,7,12.12121212121212,2.7649769585253456
ParadigmScoreLandkroon,7,14.220183486238533,49.2063492063492
Recursive,7,9.433962264150944,1.3824884792626728
SideEffects,7,18.348623853211013,4.761904761904762
