name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Recursive,10,0,10,0.0,0.0
Nested,12,2,10,16.666666666666664,2.0618556701030926
HigherOrder,64,6,58,9.375,6.185567010309279
FunctionalCalls,297,50,247,16.835016835016837,51.546391752577314
SideEffects,38,8,30,21.052631578947366,8.24742268041237
ImperativeCalls,52,11,41,21.153846153846153,11.34020618556701
FunctionalScoreLandkroon,357,56,301,15.686274509803921,57.73195876288659
ImperativeScoreLandkroon,77,16,61,20.77922077922078,16.49484536082474
HasPointsLandkroon,401,63,338,15.710723192019952,64.94845360824742
ParadigmScoreLandkroon,357,56,301,15.686274509803921,57.73195876288659
