name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Recursive,184,9,175,4.891304347826087,1.5384615384615385
Nested,186,7,179,3.763440860215054,1.1965811965811968
HigherOrder,1520,287,1233,18.88157894736842,49.059829059829056
FunctionalCalls,1244,206,1038,16.559485530546624,35.21367521367522
SideEffects,463,10,453,2.159827213822894,1.7094017094017095
ImperativeCalls,245,40,205,16.3265306122449,6.837606837606838
FunctionalScoreLandkroon,2376,377,1999,15.867003367003369,64.44444444444444
ImperativeScoreLandkroon,560,44,516,7.857142857142857,7.521367521367521
HasPointsLandkroon,2663,384,2279,14.419827262485917,65.64102564102564
ParadigmScoreLandkroon,2376,377,1999,15.867003367003369,64.44444444444444
