name,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
CommentDensity,16.477456620054767,6.254757513575939,34.076150456222976,30.740917199185347,0.12687393374171982,0.0602743106377398
CommentLinesOfCode,18.79616774673206,6.673466063355791,35.472426465901044,30.38450735116019,0.1536444944020084,0.08069416954216675
CouplingBetweenObjects,11.625312239619237,4.310220628563963,38.40264908879199,11.730320363348078,0.11080706988816444,0.07933779812401989
CyclomaticComplexity,7.459524079522344,2.8540914885466786,65.01099770413624,15.085604516526057,0.04766704763012282,0.060878583171089705
DepthOfInheritance,8.121200286557707,3.2850746451289727,56.41182288639633,11.211484299716012,0.06500201341153702,0.0669469157890149
DepthOfNesting,20.347620264563783,36.57792838503799,29.21580452068257,48.36669359910861,0.036212745124337815,0.05982953568314953
FanIn,7.170575764065676,2.9030733999680987,49.458276549648474,23.461075730102305,0.028959529010293198,0.04623766542931118
FanOut,14.373960790000039,4.984123153845712,41.81643495421867,10.120240198356289,0.15304630647571324,0.06182933782736564
LackOfCohesionInMethods,7.157632920805043,2.2603622308469253,43.779803484490635,26.795274036974217,0.0383024789831256,0.05149258199035535
LinesOfCode,15.975787997936047,7.600454903474235,34.6886926386387,16.834162425869035,0.15678235463589793,0.1217488598353857
NumberOfChildren,6.92497219582062,2.1687792862625512,63.02419384910073,25.513064736557993,0.007882771369246437,0.06547777292241334
NumberOfPatternVariables,16.265433787456,37.097929226516634,28.983516483516485,48.524927291144664,0.02748637197705192,0.06035739960991385
OutDegree,9.163837176439227,5.08948679933649,38.500693251408826,17.862624389549822,0.0484459284448361,0.07052368343378229
OutDegreeDistinct,8.636213102663481,4.383465487346304,31.857919984924212,12.782726497617958,0.0471626136391806,0.05692361726540587
PatternSize,20.347620264563783,36.57792838503799,29.21580452068257,48.36669359910861,0.036212745124337815,0.05982953568314953
ResponseForClass,13.338847417827697,4.162077472179088,37.300879318584066,9.706716130043432,0.1317953186905805,0.05903720122906795
SourceLinesOfCode,15.917718355536186,7.677757721595318,36.91646435102761,12.729066885387796,0.15602791895140253,0.11436198504375378
WeightedMethodCount,6.7533800057701106,2.8564681903489606,44.06645377114092,26.018198534785114,0.024041195399437672,0.06650047352782244
