name,precision,recall,mcc
LambdaFunctionsUsingInnerVariables,70.23809523809524,58.522727272727266,0.3153640461862225
LambdaFunctionsUsingInnerVariables baseline,69.52247191011236,59.65909090909091,0.3078129228145193
LambdaFunctionsUsingOuterVariables,70.89392643284859,80.0133689839572,0.5339119829740774
LambdaFunctionsUsingOuterVariables baseline,70.36474164133739,78.98395721925132,0.5223035022137724
LambdaFunctionsWithAssignment,78.33469055374593,79.19314381270902,0.4436480367503106
LambdaFunctionsWithAssignment baseline,77.26851851851852,79.86204013377926,0.4349084039620911
LambdaFunctionsWithSideEffects,74.46808510638297,64.1025641025641,0.3613070095778943
LambdaFunctionsWithSideEffects baseline,73.46938775510205,66.66666666666666,0.3591102762883561
LambdaScore,63.69230769230769,67.67241379310343,0.4357763652850083
LambdaScore baseline,63.88888888888889,67.46031746031747,0.4339153102081333
NumberOfLambdaFunctions,63.35403726708075,65.87301587301587,0.4263945070806271
NumberOfLambdaFunctions baseline,63.88888888888889,67.46031746031747,0.4339153102081333
SourceLinesOfLambda,64.34108527131785,67.67241379310343,0.4423365764480691
SourceLinesOfLambda baseline,63.88888888888889,67.46031746031747,0.4339153102081333
